,message_flight.centre,message_flight.source,message_flight.system,message_flight.timestamp,message_flight_arrival.arrivalPoint,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated.time,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated,message_flight_controllingUnit.unitIdentifier,message_flight_controllingUnit.sectorIdentifier,message_flight_controllingUnit,message_flight_departure.departurePoint,message_flight_departure_runwayPositionAndTime_runwayTime_actual.time,message_flight_departure_runwayPositionAndTime_runwayTime_actual,message_flight_enRoute_position.targetPositionTime,message_flight_enRoute_position.positionTime,message_flight_enRoute_position.reportSource,message_flight_enRoute_position_actualSpeed_surveillance.uom,message_flight_enRoute_position_actualSpeed_surveillance,message_flight_enRoute_position_altitude.uom,message_flight_enRoute_position_altitude,message_flight_enRoute_position_position_location.srsName,message_flight_enRoute_position_position_location_pos,message_flight_enRoute_position_targetAltitude.uom,message_flight_enRoute_position_targetAltitude,message_flight_enRoute_position_targetPosition.srsName,message_flight_enRoute_position_targetPosition_pos,message_flight_enRoute_position_trackVelocity_x.uom,message_flight_enRoute_position_trackVelocity_x,message_flight_enRoute_position_trackVelocity_y.uom,message_flight_enRoute_position_trackVelocity_y,message_flight_flightIdentification.computerId,message_flight_flightIdentification.siteSpecificPlanId,message_flight_flightIdentification.aircraftIdentification,message_flight_flightIdentification,message_flight_flightStatus.fdpsFlightStatus,message_flight_flightStatus,message_flight_gufi.codeSpace,message_flight_gufi,message_flight_operator_operatingOrganization_organization.name,message_flight_operator_operatingOrganization_organization,message_flight_supplementalData_additionalFlightInformation_nameValue.name,message_flight_supplementalData_additionalFlightInformation_nameValue.value,message_flight_supplementalData_additionalFlightInformation_nameValue,message_flight_supplementalData_additionalFlightInformation_nameValue[1].name,message_flight_supplementalData_additionalFlightInformation_nameValue[1].value,message_flight_supplementalData_additionalFlightInformation_nameValue[1],message_flight_supplementalData_additionalFlightInformation_nameValue[2].name,message_flight_supplementalData_additionalFlightInformation_nameValue[2].value,message_flight_supplementalData_additionalFlightInformation_nameValue[2],message_flight_supplementalData_additionalFlightInformation_nameValue[3].name,message_flight_supplementalData_additionalFlightInformation_nameValue[3].value,message_flight_supplementalData_additionalFlightInformation_nameValue[3],message_flight_supplementalData_additionalFlightInformation_nameValue[4].name,message_flight_supplementalData_additionalFlightInformation_nameValue[4].value,message_flight_supplementalData_additionalFlightInformation_nameValue[4],message_flight_supplementalData_additionalFlightInformation_nameValue[5].name,message_flight_supplementalData_additionalFlightInformation_nameValue[5].value,message_flight_supplementalData_additionalFlightInformation_nameValue[5],message_flight_supplementalData_additionalFlightInformation_nameValue[6].name,message_flight_supplementalData_additionalFlightInformation_nameValue[6].value,message_flight_supplementalData_additionalFlightInformation_nameValue[6],message_flight_supplementalData_additionalFlightInformation_nameValue[7].name,message_flight_supplementalData_additionalFlightInformation_nameValue[7].value,message_flight_supplementalData_additionalFlightInformation_nameValue[7],message_flight_supplementalData_additionalFlightInformation_nameValue[8].name,message_flight_supplementalData_additionalFlightInformation_nameValue[8].value,message_flight_supplementalData_additionalFlightInformation_nameValue[8],message_flight_supplementalData_additionalFlightInformation_nameValue[9].name,message_flight_supplementalData_additionalFlightInformation_nameValue[9].value,message_flight_supplementalData_additionalFlightInformation_nameValue[9],message_flight_assignedAltitude_simple.uom,message_flight_assignedAltitude_simple,message_flight_flightPlan.identifier,message_flight_flightPlan,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.unitIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.sectorIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit,message_flight_departure,message_flight_arrival
79,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KPHX,2024-01-26T04:30:00Z,NaN,ZKC,22,NaN,KMCI,2024-01-26T02:09:00Z,NaN,2024-01-26T02:51:19Z,2024-01-26T02:51:19Z,SURVEILLANCE,KNOTS,406.0,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,38.112222 -100.035278,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,38.112222 -100.035,KNOTS,-387.0,KNOTS,-135.0,639,272,SWA953,NaN,ACTIVE,NaN,urn:uuid,39e40c79-623a-400e-95d0-7d606a207aa6,SWA,NaN,MSG_SEQ_NO,49011745,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:31:54Z.000/10/500,NaN,FLIGHT_PLAN_SEQ_NO,5,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,38.112222/-100.035,NaN,ADSB_ALT_175A,38000.0,NaN,ADSB_VEL_176A,-387/-135,NaN,ADSB_TIME_177A,2024-01-26T02:51:19Z,NaN,ADSB_02M_52B,-AAB146,NaN,FEET,38000.0,KK84714500,NaN,,,,,
80,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KLAS,2024-01-26T05:06:00Z,NaN,ZKC,26,NaN,KSTL,2024-01-26T02:19:00Z,NaN,2024-01-26T02:51:22Z,2024-01-26T02:51:21Z,SURVEILLANCE,KNOTS,467.0,FEET,43000.0,urn:ogc:def:crs:EPSG::4326,39.268889 -95.0925,FEET,43000.0,urn:ogc:def:crs:EPSG::4326,39.268889 -95.0925,KNOTS,-468.0,KNOTS,-28.0,613,140,N344AP,NaN,ACTIVE,NaN,urn:uuid,db4079b8-15a2-4c5f-912f-f4c510f56ca3,,,MSG_SEQ_NO,49011746,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:30:34Z.000/10/500,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,39.268889/-95.0925,NaN,ADSB_ALT_175A,43000.0,NaN,ADSB_VEL_176A,-468/-28,NaN,ADSB_TIME_177A,2024-01-26T02:51:21Z,NaN,ADSB_02M_52B,-A3CC38,NaN,FEET,43000.0,KK81034500,NaN,,,,,
81,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KDFW,2024-01-26T04:37:00Z,NaN,ZKC,12,NaN,KORD,2024-01-26T02:35:00Z,NaN,2024-01-26T02:51:20Z,2024-01-26T02:51:20Z,SURVEILLANCE,KNOTS,412.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,40.533333 -88.570833,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,40.532778 -88.571111,KNOTS,-132.0,KNOTS,-390.0,763,27,AAL2281,NaN,ACTIVE,NaN,urn:uuid,45e94143-3552-43fc-aeb2-ca4da2caf7ad,AAL,NaN,MSG_SEQ_NO,49011750,NaN,FDPS_GUFI,us.fdps.2024-01-26T01:05:17Z.000/06/600,NaN,FLIGHT_PLAN_SEQ_NO,4,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-AD2862,NaN,,,,,,,,,,,,,FEET,30000.0,KG03917600,NaN,,,,,
82,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KOMA,2024-01-26T03:37:00Z,NaN,ZKC,27,NaN,KHOU,2024-01-26T02:01:00Z,NaN,2024-01-26T02:51:15Z,2024-01-26T02:51:15Z,SURVEILLANCE,KNOTS,488.0,FEET,43000.0,urn:ogc:def:crs:EPSG::4326,35.521111 -96.226111,FEET,43000.0,urn:ogc:def:crs:EPSG::4326,35.521111 -96.226111,KNOTS,2.0,KNOTS,491.0,644,136,DZR341,NaN,ACTIVE,NaN,urn:uuid,c58913d1-b85b-41f1-9fe9-ec958516b569,DZR,NaN,MSG_SEQ_NO,49011753,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:07:08Z.000/07/500,NaN,FLIGHT_PLAN_SEQ_NO,5,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,35.521111/-96.226111,NaN,ADSB_ALT_175A,43000.0,NaN,ADSB_VEL_176A,+2/+491,NaN,ADSB_TIME_177A,2024-01-26T02:51:15Z,NaN,ADSB_02M_52B,-A3C1E6,NaN,FEET,43000.0,KH79628500,NaN,,,,,
83,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KSFO,2024-01-26T05:44:00Z,NaN,ZKC,22,NaN,KFLL,2024-01-26T00:07:00Z,NaN,2024-01-26T02:51:21Z,2024-01-26T02:51:21Z,SURVEILLANCE,KNOTS,443.0,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,35.997778 -98.930278,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,35.997778 -98.93,KNOTS,-428.0,KNOTS,123.0,755,39,UAL2158,NaN,ACTIVE,NaN,urn:uuid,0fa9db88-0ca7-47da-a717-4d0d8058726a,UAL,NaN,MSG_SEQ_NO,49011755,NaN,FDPS_GUFI,us.fdps.2024-01-25T20:48:37Z.000/17/500,NaN,FLIGHT_PLAN_SEQ_NO,21,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,35.997778/-98.93,NaN,ADSB_ALT_175A,34000.0,NaN,ADSB_VEL_176A,-428/+123,NaN,ADSB_TIME_177A,2024-01-26T02:51:21Z,NaN,ADSB_02M_52B,-A126E8,NaN,FEET,34000.0,KR74917500,NaN,,,,,
84,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KJFK,2024-01-26T05:45:00Z,NaN,ZKC,22,NaN,KLAX,2024-01-26T00:56:00Z,NaN,2024-01-26T02:51:15Z,2024-01-26T02:51:14Z,SURVEILLANCE,KNOTS,457.0,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,36.223056 -100.970833,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,36.223333 -100.969722,KNOTS,430.0,KNOTS,154.0,026,54,JBU1124,NaN,ACTIVE,NaN,urn:uuid,f3102fb5-8de4-4798-bab9-c88739ad3758,JBU,NaN,MSG_SEQ_NO,49011754,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:25:51Z.000/11/500,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A1CE99,NaN,,,,,,,,,,,,,FEET,33000.0,KL84351500,NaN,,,,,
85,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KORD,,,ZKC,50,NaN,MMUN,,,2024-01-26T02:51:23Z,2024-01-26T02:51:23Z,SURVEILLANCE,KNOTS,467.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,38.28 -90.368611,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,38.280278 -90.368333,KNOTS,-62.0,KNOTS,460.0,182,312,NKS125,NaN,ACTIVE,NaN,urn:uuid,cb2092ab-d5d7-470e-8c8d-d5b13e161092,NKS,NaN,MSG_SEQ_NO,49011756,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:34:45Z.000/07/601,NaN,FLIGHT_PLAN_SEQ_NO,17,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,38.280278/-90.368333,NaN,ADSB_ALT_175A,30000.0,NaN,ADSB_VEL_176A,-62/+460,NaN,ADSB_TIME_177A,2024-01-26T02:51:23Z,NaN,ADSB_02M_52B,-A8EBCA,NaN,FEET,30000.0,KH02085601,NaN,,,,NaN,NaN
86,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KCBK,2024-01-26T05:50:00Z,NaN,ZKC,68,NaN,KLBL,2024-01-26T02:49:00Z,NaN,2024-01-26T02:51:23Z,2024-01-26T02:51:24Z,SURVEILLANCE,KNOTS,165.0,FEET,7700.0,urn:ogc:def:crs:EPSG::4326,37.113056 -101.060833,FEET,7700.0,urn:ogc:def:crs:EPSG::4326,37.113056 -101.060833,KNOTS,3.0,KNOTS,169.0,347,112,EMD23,NaN,ACTIVE,NaN,urn:uuid,629e767a-2b42-489e-9461-cf8c159b29da,EMD,NaN,MSG_SEQ_NO,49011757,NaN,FDPS_GUFI,us.fdps.2024-01-26T02:09:44Z.000/10/600,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,37.113056/-101.060833,NaN,ADSB_ALT_175A,7700.0,NaN,ADSB_VEL_176A,+3/+169,NaN,ADSB_TIME_177A,2024-01-26T02:51:24Z,NaN,ADSB_02M_52B,-A3875E,NaN,FEET,14000.0,KK07784600,NaN,,,,,
87,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KMCI,2024-01-26T02:55:00Z,NaN,MCI,1E,NaN,KSLC,2024-01-26T00:58:00Z,NaN,2024-01-26T02:51:23Z,2024-01-26T02:51:23Z,SURVEILLANCE,KNOTS,234.0,FEET,4100.0,urn:ogc:def:crs:EPSG::4326,39.0975 -94.800833,FEET,4100.0,urn:ogc:def:crs:EPSG::4326,39.0975 -94.800833,KNOTS,227.0,KNOTS,-25.0,097,266,DAL1563,NaN,ACTIVE,NaN,urn:uuid,732f115d-a050-45c2-8fd4-ce34699f106f,DAL,NaN,MSG_SEQ_NO,49011758,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:27:01Z.000/20/500,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,39.0975/-94.800833,NaN,ADSB_ALT_175A,4100.0,NaN,ADSB_VEL_176A,+227/-25,NaN,ADSB_TIME_177A,2024-01-26T02:51:23Z,NaN,ADSB_02M_52B,-A4503D,NaN,FEET,12000.0,KU84421500,NaN,,,,,
88,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KSTL,2024-01-26T03:00:00Z,NaN,STL,1N,NaN,KLGA,2024-01-26T00:45:00Z,NaN,2024-01-26T02:51:19Z,2024-01-26T02:51:20Z,SURVEILLANCE,KNOTS,257.0,FEET,7900.0,urn:ogc:def:crs:EPSG::4326,38.775556 -89.872222,FEET,7900.0,urn:ogc:def:crs:EPSG::4326,38.775556 -89.871944,KNOTS,-180.0,KNOTS,-182.0,533,229,EDV5395,NaN,ACTIVE,NaN,urn:uuid,52ee6dd6-2860-4ba7-b483-34cf8b5a9fe4,EDV,NaN,MSG_SEQ_NO,49011759,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:44:21Z.000/13/500,NaN,FLIGHT_PLAN_SEQ_NO,13,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A19357,NaN,,,,,,,,,,,,,FEET,9000.0,KN81861500,NaN,,,,,
89,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KPTK,2024-01-26T04:01:00Z,NaN,ZKC,29,NaN,KXNA,2024-01-26T02:34:00Z,NaN,2024-01-26T02:51:23Z,2024-01-26T02:51:22Z,SURVEILLANCE,KNOTS,461.0,FEET,27000.0,urn:ogc:def:crs:EPSG::4326,36.985 -92.615833,FEET,27000.0,urn:ogc:def:crs:EPSG::4326,36.985 -92.615833,KNOTS,343.0,KNOTS,318.0,307,180,RAX117,NaN,ACTIVE,NaN,urn:uuid,e7badcd9-1408-49a2-a111-13d6847d5f5a,RAX,NaN,MSG_SEQ_NO,49011760,NaN,FDPS_GUFI,us.fdps.2024-01-26T01:47:42Z.000/12/600,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,36.985/-92.615833,NaN,ADSB_ALT_175A,27000.0,NaN,ADSB_VEL_176A,+343/+318,NaN,ADSB_TIME_177A,2024-01-26T02:51:22Z,NaN,ADSB_02M_52B,-A0552A,NaN,FEET,35000.0,KM06462600,NaN,,,,,
90,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KLAS,2024-01-26T05:43:00Z,NaN,ZKC,30,NaN,KBWI,2024-01-26T01:00:00Z,NaN,2024-01-26T02:51:25Z,2024-01-26T02:51:24Z,SURVEILLANCE,KNOTS,377.0,FEET,28000.0,urn:ogc:def:crs:EPSG::4326,38.310556 -91.238611,FEET,28000.0,urn:ogc:def:crs:EPSG::4326,38.310556 -91.238611,KNOTS,-381.0,KNOTS,-28.0,609,123,SWA1548,NaN,ACTIVE,NaN,urn:uuid,4aee5858-a760-4cec-9b7c-d32315e24335,SWA,NaN,MSG_SEQ_NO,49011762,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:04:04Z.000/22/500,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,38.310556/-91.238611,NaN,ADSB_ALT_175A,28000.0,NaN,ADSB_VEL_176A,-381/-28,NaN,ADSB_TIME_177A,2024-01-26T02:51:24Z,NaN,ADSB_02M_52B,-ABD60B,NaN,FEET,28000.0,KW83044500,NaN,,,,,
91,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KMIA,2024-01-26T05:29:00Z,NaN,ZKC,27,NaN,KDEN,2024-01-26T01:56:00Z,NaN,2024-01-26T02:51:21Z,2024-01-26T02:51:21Z,SURVEILLANCE,KNOTS,469.0,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,37.300278 -96.906111,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,37.299722 -96.905,KNOTS,417.0,KNOTS,-213.0,741,76,AAL487,NaN,ACTIVE,NaN,urn:uuid,4a24fcff-fd8f-4b8e-bc78-2db1763a7f8c,AAL,NaN,MSG_SEQ_NO,49011761,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:55:17Z.000/03/500,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A1226E,NaN,,,,,,,,,,,,,FEET,33000.0,KD86117500,NaN,,,,,
92,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KPHX,2024-01-26T05:07:00Z,NaN,ZKC,26,NaN,KJFK,2024-01-26T00:22:00Z,NaN,2024-01-26T02:51:21Z,2024-01-26T02:51:21Z,SURVEILLANCE,KNOTS,409.0,FEET,34100.0,urn:ogc:def:crs:EPSG::4326,39.613611 -94.37,FEET,34100.0,urn:ogc:def:crs:EPSG::4326,39.613611 -94.37,KNOTS,-396.0,KNOTS,-100.0,734,248,JBU135,NaN,ACTIVE,NaN,urn:uuid,dfdaf22d-e257-449a-a0f7-59e2153b4880,JBU,NaN,MSG_SEQ_NO,49011763,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:16:38Z.000/13/500,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A825E3,NaN,,,,,,,,,,,,,FEET,34000.0,KN80198500,NaN,,,,,
93,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KROG,2024-01-26T03:02:00Z,NaN,ZKC,62,NaN,KSDL,2024-01-26T01:00:00Z,NaN,2024-01-26T02:51:23Z,2024-01-26T02:51:23Z,SURVEILLANCE,KNOTS,427.0,FEET,14200.0,urn:ogc:def:crs:EPSG::4326,36.581944 -94.934722,FEET,14200.0,urn:ogc:def:crs:EPSG::4326,36.581944 -94.934444,KNOTS,425.0,KNOTS,42.0,196,135,N209MD,NaN,ACTIVE,NaN,urn:uuid,84fe9a6e-e4a2-4134-b54d-0a6931528c5c,,,MSG_SEQ_NO,49011764,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:04:43Z.000/00/600,NaN,FLIGHT_PLAN_SEQ_NO,4,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A1B489,NaN,,,,,,,,,,,,,FEET,24000.0,KA00283600,NaN,FSM,1E,NaN,,
94,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KMCI,2024-01-26T02:56:00Z,NaN,MCI,1E,NaN,KLGA,2024-01-26T00:14:00Z,NaN,2024-01-26T02:51:22Z,2024-01-26T02:51:21Z,SURVEILLANCE,KNOTS,322.0,FEET,12000.0,urn:ogc:def:crs:EPSG::4326,39.606667 -93.940833,FEET,12000.0,urn:ogc:def:crs:EPSG::4326,39.606667 -93.940833,KNOTS,-287.0,KNOTS,-132.0,473,205,SWA2132,NaN,ACTIVE,NaN,urn:uuid,f1bbf44f-2f1a-40ed-b3ad-7597f7e8bbe1,SWA,NaN,MSG_SEQ_NO,49011768,NaN,FDPS_GUFI,us.fdps.2024-01-25T22:04:26Z.000/13/500,NaN,FLIGHT_PLAN_SEQ_NO,17,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,39.606667/-93.940833,NaN,ADSB_ALT_175A,12000.0,NaN,ADSB_VEL_176A,-287/-132,NaN,ADSB_TIME_177A,2024-01-26T02:51:21Z,NaN,ADSB_02M_52B,-ABB930,NaN,FEET,12000.0,KN79466500,NaN,,,,,
95,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KDFW,2024-01-26T04:21:00Z,NaN,ZKC,50,NaN,KBMI,2024-01-26T02:29:00Z,NaN,2024-01-26T02:51:16Z,2024-01-26T02:51:16Z,SURVEILLANCE,KNOTS,386.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,39.068611 -90.570278,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,39.068611 -90.570278,KNOTS,-250.0,KNOTS,-297.0,143,287,ENY3620,NaN,DROPPED,NaN,urn:uuid,549648cb-14f3-4ac0-8609-f95378572fcb,ENY,NaN,MSG_SEQ_NO,49011772,NaN,FDPS_GUFI,us.fdps.2024-01-25T20:45:19Z.000/10/500,NaN,FLIGHT_PLAN_SEQ_NO,9,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_POS_174A,39.068611/-90.570278,NaN,ADSB_ALT_175A,30000.0,NaN,ADSB_VEL_176A,-250/-297,NaN,ADSB_TIME_177A,2024-01-26T02:51:16Z,NaN,ADSB_02M_52B,-A26025,NaN,FEET,30000.0,KK06944600,NaN,,,,,
96,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KONT,2024-01-26T05:35:00Z,NaN,ZKC,27,NaN,KATL,2024-01-26T01:28:00Z,NaN,2024-01-26T02:51:25Z,2024-01-26T02:51:25Z,SURVEILLANCE,KNOTS,404.0,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,36.208889 -94.998333,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,36.208889 -94.997778,KNOTS,-402.0,KNOTS,37.0,871,16,DAL989,NaN,ACTIVE,NaN,urn:uuid,6b3c6b48-b025-4621-96ea-073ce9967268,DAL,NaN,MSG_SEQ_NO,49011775,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:26:00Z.000/19/601,NaN,FLIGHT_PLAN_SEQ_NO,13,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A3524E,NaN,,,,,,,,,,,,,FEET,34000.0,KT01560601,NaN,,,,,
97,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KATL,2024-01-26T04:40:00Z,NaN,ZKC,06,NaN,KDEN,2024-01-26T02:16:00Z,NaN,2024-01-26T02:51:18Z,2024-01-26T02:51:18Z,SURVEILLANCE,KNOTS,446.0,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,38.566667 -99.711389,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,38.566389 -99.710556,KNOTS,388.0,KNOTS,-218.0,091,60,SWA2243,NaN,ACTIVE,NaN,urn:uuid,60d834c0-b0fb-4e18-b5e8-e11f02fc99e7,SWA,NaN,MSG_SEQ_NO,49011776,NaN,FDPS_GUFI,us.fdps.2024-01-26T00:17:32Z.000/03/600,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-ABF2C2,NaN,,,,,,,,,,,,,FEET,37000.0,KD01052600,NaN,,,,,
98,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KSEA,2024-01-26T05:50:00Z,NaN,ZKC,22,NaN,KDFW,2024-01-26T02:03:00Z,NaN,2024-01-26T02:51:24Z,2024-01-26T02:51:23Z,SURVEILLANCE,KNOTS,470.0,FEET,34100.0,urn:ogc:def:crs:EPSG::4326,37.305278 -101.016389,FEET,34100.0,urn:ogc:def:crs:EPSG::4326,37.305833 -101.016944,KNOTS,-338.0,KNOTS,326.0,371,190,AAL2003,NaN,ACTIVE,NaN,urn:uuid,125727f0-9f7f-48bf-8ac4-93a4c60ab380,AAL,NaN,MSG_SEQ_NO,49011778,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:41:20Z.000/05/500,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A5A4C1,NaN,,,,,,,,,,,,,FEET,34000.0,KF85280500,NaN,,,,,
99,ZKC,TH,SLC,2024-01-26T02:51:27.128Z,KDEN,2024-01-26T03:28:00Z,NaN,ZKC,22,NaN,KDFW,2024-01-26T02:00:00Z,NaN,2024-01-26T02:51:25Z,2024-01-26T02:51:25Z,SURVEILLANCE,KNOTS,462.0,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,37.375278 -101.535833,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,37.376111 -101.536667,KNOTS,-332.0,KNOTS,321.0,856,349,AAL1322,NaN,ACTIVE,NaN,urn:uuid,646962d2-ab01-4fc5-bf23-f98a4fc7ee67,AAL,NaN,MSG_SEQ_NO,49011779,NaN,FDPS_GUFI,us.fdps.2024-01-25T23:35:21Z.000/05/500,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,0251276107,NaN,SOURCE_TIME,02_51_27,NaN,ADSB_02M_52B,-A6C88E,NaN,,,,,,,,,,,,,FEET,34000.0,KF84921500,NaN,,,,,
