,message_flight.centre,message_flight.source,message_flight.system,message_flight.timestamp,message_flight_arrival.arrivalPoint,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated.time,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated,message_flight_controllingUnit.unitIdentifier,message_flight_controllingUnit.sectorIdentifier,message_flight_controllingUnit,message_flight_departure.departurePoint,message_flight_departure_runwayPositionAndTime_runwayTime_actual.time,message_flight_departure_runwayPositionAndTime_runwayTime_actual,message_flight_enRoute_position.targetPositionTime,message_flight_enRoute_position.positionTime,message_flight_enRoute_position.reportSource,message_flight_enRoute_position_actualSpeed_surveillance.uom,message_flight_enRoute_position_actualSpeed_surveillance,message_flight_enRoute_position_altitude.uom,message_flight_enRoute_position_altitude,message_flight_enRoute_position_position_location.srsName,message_flight_enRoute_position_position_location_pos,message_flight_enRoute_position_targetAltitude.uom,message_flight_enRoute_position_targetAltitude,message_flight_enRoute_position_targetPosition.srsName,message_flight_enRoute_position_targetPosition_pos,message_flight_enRoute_position_trackVelocity_x.uom,message_flight_enRoute_position_trackVelocity_x,message_flight_enRoute_position_trackVelocity_y.uom,message_flight_enRoute_position_trackVelocity_y,message_flight_flightIdentification.computerId,message_flight_flightIdentification.siteSpecificPlanId,message_flight_flightIdentification.aircraftIdentification,message_flight_flightIdentification,message_flight_flightStatus.fdpsFlightStatus,message_flight_flightStatus,message_flight_gufi.codeSpace,message_flight_gufi,message_flight_operator_operatingOrganization_organization.name,message_flight_operator_operatingOrganization_organization,message_flight_supplementalData_additionalFlightInformation_nameValue.name,message_flight_supplementalData_additionalFlightInformation_nameValue.value,message_flight_supplementalData_additionalFlightInformation_nameValue,message_flight_supplementalData_additionalFlightInformation_nameValue[1].name,message_flight_supplementalData_additionalFlightInformation_nameValue[1].value,message_flight_supplementalData_additionalFlightInformation_nameValue[1],message_flight_supplementalData_additionalFlightInformation_nameValue[2].name,message_flight_supplementalData_additionalFlightInformation_nameValue[2].value,message_flight_supplementalData_additionalFlightInformation_nameValue[2],message_flight_supplementalData_additionalFlightInformation_nameValue[3].name,message_flight_supplementalData_additionalFlightInformation_nameValue[3].value,message_flight_supplementalData_additionalFlightInformation_nameValue[3],message_flight_supplementalData_additionalFlightInformation_nameValue[4].name,message_flight_supplementalData_additionalFlightInformation_nameValue[4].value,message_flight_supplementalData_additionalFlightInformation_nameValue[4],message_flight_supplementalData_additionalFlightInformation_nameValue[5].name,message_flight_supplementalData_additionalFlightInformation_nameValue[5].value,message_flight_supplementalData_additionalFlightInformation_nameValue[5],message_flight_assignedAltitude_simple.uom,message_flight_assignedAltitude_simple,message_flight_flightPlan.identifier,message_flight_flightPlan,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.unitIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.sectorIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit,message_flight_departure,message_flight_supplementalData_additionalFlightInformation_nameValue[6].name,message_flight_supplementalData_additionalFlightInformation_nameValue[6].value,message_flight_supplementalData_additionalFlightInformation_nameValue[6],message_flight_supplementalData_additionalFlightInformation_nameValue[7].name,message_flight_supplementalData_additionalFlightInformation_nameValue[7].value,message_flight_supplementalData_additionalFlightInformation_nameValue[7],message_flight_supplementalData_additionalFlightInformation_nameValue[8].name,message_flight_supplementalData_additionalFlightInformation_nameValue[8].value,message_flight_supplementalData_additionalFlightInformation_nameValue[8],message_flight_supplementalData_additionalFlightInformation_nameValue[9].name,message_flight_supplementalData_additionalFlightInformation_nameValue[9].value,message_flight_supplementalData_additionalFlightInformation_nameValue[9],message_flight_arrival
84,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KFAR,2024-01-09T00:28:00Z,NaN,ZMP,16,NaN,KGYY,2024-01-08T22:38:00Z,NaN,2024-01-08T23:38:11Z,2024-01-08T23:38:11Z,SURVEILLANCE,KNOTS,266.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,44.455556 -91.204444,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,44.455556 -91.204444,KNOTS,-220.0,KNOTS,149.0,502,430,N79TJ,NaN,ACTIVE,NaN,urn:uuid,787bce7a-2b09-4b16-be3e-e007af2b8564,,,MSG_SEQ_NO,27034105,NaN,FDPS_GUFI,us.fdps.2024-01-08T22:10:47Z.000/06/200,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,44.455556/-91.204444,NaN,FEET,30000.0,KG79847200,NaN,,,,,ADSB_ALT_175A,30000.0,NaN,ADSB_VEL_176A,-220/+149,NaN,ADSB_TIME_177A,2024-01-08T23:38:11Z,NaN,ADSB_02M_52B,-AAB75E,NaN,
85,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KSEA,2024-01-09T02:12:00Z,NaN,ZMP,23,NaN,KORD,2024-01-08T22:07:00Z,NaN,2024-01-08T23:38:13Z,2024-01-08T23:38:14Z,SURVEILLANCE,KNOTS,452.0,FEET,36000.0,urn:ogc:def:crs:EPSG::4326,45.933611 -99.860278,FEET,36000.0,urn:ogc:def:crs:EPSG::4326,45.933611 -99.860278,KNOTS,-407.0,KNOTS,196.0,515,126,CAL5235,NaN,ACTIVE,NaN,urn:uuid,bf36f086-b2f7-4772-a48b-8139db0e9bbd,CAL,NaN,MSG_SEQ_NO,27034110,NaN,FDPS_GUFI,us.fdps.2024-01-08T19:41:47Z.000/06/200,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-89911B,NaN,FEET,36000.0,KG70907200,NaN,,,,,,,,,,,,,,,,,
86,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KUNU,2024-01-09T00:06:00Z,NaN,ZMP,05,NaN,KRST,2024-01-08T23:31:00Z,NaN,2024-01-08T23:38:12Z,2024-01-08T23:38:12Z,SURVEILLANCE,KNOTS,362.0,FEET,21000.0,urn:ogc:def:crs:EPSG::4326,43.806111 -91.766389,FEET,21000.0,urn:ogc:def:crs:EPSG::4326,43.806111 -91.765278,KNOTS,357.0,KNOTS,-55.0,535,261,N300KS,NaN,ACTIVE,NaN,urn:uuid,8bc88587-1037-4e4e-83c5-52cf8c5b5c5c,,,MSG_SEQ_NO,27034112,NaN,FDPS_GUFI,us.fdps.2024-01-08T19:37:49Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,4,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A32044,NaN,FEET,21000.0,KP70669200,NaN,,,,,,,,,,,,,,,,,
87,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KORD,,,ZMP,12,NaN,EGLL,,,2024-01-08T23:38:05Z,2024-01-08T23:38:05Z,SURVEILLANCE,KNOTS,361.0,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,45.446111 -83.838333,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,45.446111 -83.838333,KNOTS,-182.0,KNOTS,-316.0,214,12,BAW2WC,NaN,ACTIVE,NaN,urn:uuid,e52a9399-3f61-462b-bdcc-be10c7340dfa,BAW,NaN,MSG_SEQ_NO,27034116,NaN,FDPS_GUFI,us.fdps.2024-01-08T23:04:42Z.000/15/201,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,45.446111/-83.838333,NaN,FEET,40000.0,KP83082201,NaN,,,,NaN,ADSB_ALT_175A,38000.0,NaN,ADSB_VEL_176A,-182/-316,NaN,ADSB_TIME_177A,2024-01-08T23:38:05Z,NaN,ADSB_02M_52B,-40797A,NaN,NaN
88,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KORD,2024-01-09T00:56:00Z,NaN,ZMP,39,NaN,KDEN,2024-01-08T23:00:00Z,NaN,2024-01-08T23:38:13Z,2024-01-08T23:38:13Z,SURVEILLANCE,KNOTS,464.0,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,41.292222 -99.195833,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,41.292222 -99.195833,KNOTS,431.0,KNOTS,170.0,310,441,UAL233,NaN,ACTIVE,NaN,urn:uuid,adbd5bb5-6c5f-4106-95c2-fb68a5e6a807,UAL,NaN,MSG_SEQ_NO,27034117,NaN,FDPS_GUFI,us.fdps.2024-01-08T18:50:51Z.000/03/200,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A445EF,NaN,FEET,33000.0,KD67851200,NaN,,,,,,,,,,,,,,,,,
89,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KSJC,2024-01-09T02:33:00Z,NaN,ZMP,42,NaN,KIAD,2024-01-08T21:04:00Z,NaN,2024-01-08T23:38:10Z,2024-01-08T23:38:11Z,SURVEILLANCE,KNOTS,414.0,FEET,43000.0,urn:ogc:def:crs:EPSG::4326,40.743333 -96.535556,FEET,43000.0,urn:ogc:def:crs:EPSG::4326,40.743333 -96.535,KNOTS,-411.0,KNOTS,-43.0,048,128,N978SH,NaN,ACTIVE,NaN,urn:uuid,12b9be37-d453-4244-ac09-a32242ad9b58,,,MSG_SEQ_NO,27034119,NaN,FDPS_GUFI,us.fdps.2024-01-08T18:31:35Z.000/22/200,NaN,FLIGHT_PLAN_SEQ_NO,9,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-ADA2F5,NaN,FEET,43000.0,KW66695200,NaN,,,,,,,,,,,,,,,,,
90,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,RJBB,2024-01-09T12:32:00Z,NaN,ZMP,13,NaN,KATL,2024-01-08T21:50:00Z,NaN,2024-01-08T23:38:09Z,2024-01-08T23:38:09Z,SURVEILLANCE,KNOTS,502.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,45.916389 -91.969167,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,45.916667 -91.969167,KNOTS,-89.0,KNOTS,494.0,814,302,EVA667,NaN,ACTIVE,NaN,urn:uuid,713c4d75-0a5f-4905-a63d-fb3fbca51d87,EVA,NaN,MSG_SEQ_NO,27034118,NaN,FDPS_GUFI,us.fdps.2024-01-08T18:41:40Z.000/19/200,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,45.916667/-91.969167,NaN,FEET,30000.0,KT67300200,NaN,,,,,ADSB_ALT_175A,30000.0,NaN,ADSB_VEL_176A,-89/+494,NaN,ADSB_TIME_177A,2024-01-08T23:38:09Z,NaN,ADSB_02M_52B,-899137,NaN,
91,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KGRR,2024-01-09T00:45:00Z,NaN,ZMP,30,NaN,KASE,2024-01-08T22:26:00Z,NaN,2024-01-08T23:38:04Z,2024-01-08T23:38:04Z,SURVEILLANCE,KNOTS,492.0,FEET,45000.0,urn:ogc:def:crs:EPSG::4326,41.813889 -95.685556,FEET,45000.0,urn:ogc:def:crs:EPSG::4326,41.813611 -95.686111,KNOTS,482.0,KNOTS,98.0,804,112,N272BC,NaN,ACTIVE,NaN,urn:uuid,ce137a9a-3982-44cb-9904-d12e1c322430,,,MSG_SEQ_NO,27034121,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:30:00Z.659/03/261,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A2AE06,NaN,FEET,45000.0,KD77461261,NaN,,,,,,,,,,,,,,,,,
92,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KMSP,2024-01-08T23:42:00Z,NaN,MMM,1I,NaN,KDFW,2024-01-08T22:00:00Z,NaN,2024-01-08T23:38:06Z,2024-01-08T23:38:06Z,SURVEILLANCE,KNOTS,170.0,FEET,4000.0,urn:ogc:def:crs:EPSG::4326,45.003611 -93.511111,FEET,4000.0,urn:ogc:def:crs:EPSG::4326,45.003611 -93.511111,KNOTS,167.0,KNOTS,-34.0,140,435,DAL1044,NaN,ACTIVE,NaN,urn:uuid,5a8cb271-7e32-407c-ab2b-2a3ebb6c8f2f,DAL,NaN,MSG_SEQ_NO,27034124,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:31:01Z.000/05/200,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A438B0,NaN,FEET,33000.0,KF73861200,NaN,,,,,,,,,,,,,,,,,
93,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KMSP,2024-01-09T00:26:00Z,NaN,ZMP,19,NaN,CYVR,2024-01-08T16:23:00Z,NaN,2024-01-08T23:38:04Z,2024-01-08T23:38:04Z,SURVEILLANCE,KNOTS,459.0,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,45.068889 -97.825,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,45.068333 -97.823611,KNOTS,439.0,KNOTS,-135.0,212,94,DAL878,NaN,ACTIVE,NaN,urn:uuid,accb400f-fe65-4454-bf30-50e80ce13e43,DAL,NaN,MSG_SEQ_NO,27034122,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:32:31Z.000/18/200,NaN,FLIGHT_PLAN_SEQ_NO,12,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A390ED,NaN,FEET,37000.0,KS73951200,NaN,,,,,,,,,,,,,,,,,
94,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KIAH,2024-01-09T00:46:00Z,NaN,ZMP,20,NaN,KMOT,2024-01-08T21:27:00Z,NaN,2024-01-08T23:38:11Z,2024-01-08T23:38:10Z,SURVEILLANCE,KNOTS,442.0,FEET,29800.0,urn:ogc:def:crs:EPSG::4326,46.629167 -101.784444,FEET,29800.0,urn:ogc:def:crs:EPSG::4326,46.629444 -101.784444,KNOTS,14.0,KNOTS,-445.0,699,387,UCA4111,NaN,ACTIVE,NaN,urn:uuid,3fcae170-e54e-4928-bde0-17778f8e9905,UCA,NaN,MSG_SEQ_NO,27034133,NaN,FDPS_GUFI,us.fdps.2024-01-08T18:57:37Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,46.629444/-101.784444,NaN,FEET,37000.0,KP68257200,NaN,,,,,ADSB_ALT_175A,29800.0,NaN,ADSB_VEL_176A,+14/-445,NaN,ADSB_TIME_177A,2024-01-08T23:38:10Z,NaN,ADSB_02M_52B,-A0A9D4,NaN,
95,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,EGLL,2024-01-09T07:14:00Z,NaN,ZMP,23,NaN,KSFO,2024-01-08T21:15:00Z,NaN,2024-01-08T23:38:12Z,2024-01-08T23:38:12Z,SURVEILLANCE,KNOTS,489.0,FEET,31000.0,urn:ogc:def:crs:EPSG::4326,48.008056 -101.953056,FEET,31000.0,urn:ogc:def:crs:EPSG::4326,48.008056 -101.953056,KNOTS,425.0,KNOTS,243.0,996,448,UAL901,NaN,ACTIVE,NaN,urn:uuid,29f77320-c847-4497-a63e-df5ab3f77ab7,UAL,NaN,MSG_SEQ_NO,27034139,NaN,FDPS_GUFI,us.fdps.2024-01-08T16:58:01Z.000/14/200,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,48.008056/-101.953056,NaN,FEET,31000.0,KO61081200,NaN,,,,,ADSB_ALT_175A,31000.0,NaN,ADSB_VEL_176A,+425/+243,NaN,ADSB_TIME_177A,2024-01-08T23:38:12Z,NaN,ADSB_02M_52B,-AAD780,NaN,
96,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,CYYZ,2024-01-09T01:13:00Z,NaN,ZMP,30,NaN,KLAX,2024-01-08T20:52:00Z,NaN,2024-01-08T23:38:13Z,2024-01-08T23:38:13Z,SURVEILLANCE,KNOTS,468.0,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,41.858889 -97.014444,FEET,37000.0,urn:ogc:def:crs:EPSG::4326,41.858889 -97.014444,KNOTS,460.0,KNOTS,106.0,882,278,DAT737,NaN,ACTIVE,NaN,urn:uuid,2842731a-0b9f-477a-87f9-16190d40bd43,DAT,NaN,MSG_SEQ_NO,27034142,NaN,FDPS_GUFI,us.fdps.2024-01-08T17:11:43Z.000/11/200,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,41.858889/-97.014444,NaN,FEET,37000.0,KL61903200,NaN,,,,,ADSB_ALT_175A,37000.0,NaN,ADSB_VEL_176A,+460/+106,NaN,ADSB_TIME_177A,2024-01-08T23:38:13Z,NaN,ADSB_02M_52B,-C07B8C,NaN,
97,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KDEN,2024-01-09T00:31:00Z,NaN,ZMP,42,NaN,KORD,2024-01-08T22:21:00Z,NaN,2024-01-08T23:38:12Z,2024-01-08T23:38:12Z,SURVEILLANCE,KNOTS,375.0,FEET,36000.0,urn:ogc:def:crs:EPSG::4326,41.251111 -97.081389,FEET,36000.0,urn:ogc:def:crs:EPSG::4326,41.251111 -97.081667,KNOTS,-374.0,KNOTS,-57.0,075,20,UCA3258,NaN,ACTIVE,NaN,urn:uuid,38e585cd-4914-47b9-8f2f-7fe759392678,UCA,NaN,MSG_SEQ_NO,27034146,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:48:55Z.000/06/200,NaN,FLIGHT_PLAN_SEQ_NO,10,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,41.251111/-97.081667,NaN,FEET,36000.0,KG74935200,NaN,,,,,ADSB_ALT_175A,36000.0,NaN,ADSB_VEL_176A,-374/-57,NaN,ADSB_TIME_177A,2024-01-08T23:38:12Z,NaN,ADSB_02M_52B,-A0A98A,NaN,
98,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KLAS,2024-01-09T01:52:00Z,NaN,ZMP,39,NaN,KBWI,2024-01-08T20:54:00Z,NaN,2024-01-08T23:38:06Z,2024-01-08T23:38:06Z,SURVEILLANCE,KNOTS,419.0,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,40.868889 -97.779722,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,40.868889 -97.779444,KNOTS,-420.0,KNOTS,-65.0,711,67,SWA594,NaN,ACTIVE,NaN,urn:uuid,1a0c3ab2-7390-4862-8444-42829f55f403,SWA,NaN,MSG_SEQ_NO,27034145,NaN,FDPS_GUFI,us.fdps.2024-01-08T17:56:47Z.000/22/200,NaN,FLIGHT_PLAN_SEQ_NO,9,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,40.868889/-97.779444,NaN,FEET,34000.0,KW64607200,NaN,,,,,ADSB_ALT_175A,34000.0,NaN,ADSB_VEL_176A,-420/-65,NaN,ADSB_TIME_177A,2024-01-08T23:38:06Z,NaN,ADSB_02M_52B,-AC2B61,NaN,
99,ZMP,TH,SLC,2024-01-08T23:38:17.154Z,KFAR,2024-01-08T23:33:00Z,NaN,HHH,1E,NaN,KDIK,2024-01-08T22:24:00Z,NaN,2024-01-08T23:38:15Z,2024-01-08T23:38:14Z,SURVEILLANCE,KNOTS,115.0,FEET,1500.0,urn:ogc:def:crs:EPSG::4326,46.886944 -96.816667,FEET,1400.0,urn:ogc:def:crs:EPSG::4326,46.886944 -96.816667,KNOTS,1.0,KNOTS,115.0,081,392,LN431BG,NaN,ACTIVE,NaN,urn:uuid,88b818e5-d84d-4d42-a65a-118441b82e46,,,MSG_SEQ_NO,27034150,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:49:36Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,2,NaN,SOURCE_TIME_AND_SEQ,2338175017,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,46.886944/-96.816667,NaN,FEET,21000.0,KP78576200,NaN,,,,,ADSB_ALT_175A,1400.0,NaN,ADSB_VEL_176A,-0/+106,NaN,ADSB_TIME_177A,2024-01-08T23:38:14Z,NaN,ADSB_02M_52B,N431BG-A526F5,NaN,
