,message_flight.centre,message_flight.source,message_flight.system,message_flight.timestamp,message_flight_arrival.arrivalPoint,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated.time,message_flight_arrival_runwayPositionAndTime_runwayTime_estimated,message_flight_controllingUnit.unitIdentifier,message_flight_controllingUnit.sectorIdentifier,message_flight_controllingUnit,message_flight_departure.departurePoint,message_flight_departure_runwayPositionAndTime_runwayTime_actual.time,message_flight_departure_runwayPositionAndTime_runwayTime_actual,message_flight_enRoute_position.targetPositionTime,message_flight_enRoute_position.positionTime,message_flight_enRoute_position.reportSource,message_flight_enRoute_position_actualSpeed_surveillance.uom,message_flight_enRoute_position_actualSpeed_surveillance,message_flight_enRoute_position_altitude.uom,message_flight_enRoute_position_altitude,message_flight_enRoute_position_position_location.srsName,message_flight_enRoute_position_position_location_pos,message_flight_enRoute_position_targetAltitude.uom,message_flight_enRoute_position_targetAltitude,message_flight_enRoute_position_targetPosition.srsName,message_flight_enRoute_position_targetPosition_pos,message_flight_enRoute_position_trackVelocity_x.uom,message_flight_enRoute_position_trackVelocity_x,message_flight_enRoute_position_trackVelocity_y.uom,message_flight_enRoute_position_trackVelocity_y,message_flight_flightIdentification.computerId,message_flight_flightIdentification.siteSpecificPlanId,message_flight_flightIdentification.aircraftIdentification,message_flight_flightIdentification,message_flight_flightStatus.fdpsFlightStatus,message_flight_flightStatus,message_flight_gufi.codeSpace,message_flight_gufi,message_flight_operator_operatingOrganization_organization.name,message_flight_operator_operatingOrganization_organization,message_flight_supplementalData_additionalFlightInformation_nameValue.name,message_flight_supplementalData_additionalFlightInformation_nameValue.value,message_flight_supplementalData_additionalFlightInformation_nameValue,message_flight_supplementalData_additionalFlightInformation_nameValue[1].name,message_flight_supplementalData_additionalFlightInformation_nameValue[1].value,message_flight_supplementalData_additionalFlightInformation_nameValue[1],message_flight_supplementalData_additionalFlightInformation_nameValue[2].name,message_flight_supplementalData_additionalFlightInformation_nameValue[2].value,message_flight_supplementalData_additionalFlightInformation_nameValue[2],message_flight_supplementalData_additionalFlightInformation_nameValue[3].name,message_flight_supplementalData_additionalFlightInformation_nameValue[3].value,message_flight_supplementalData_additionalFlightInformation_nameValue[3],message_flight_supplementalData_additionalFlightInformation_nameValue[4].name,message_flight_supplementalData_additionalFlightInformation_nameValue[4].value,message_flight_supplementalData_additionalFlightInformation_nameValue[4],message_flight_supplementalData_additionalFlightInformation_nameValue[5].name,message_flight_supplementalData_additionalFlightInformation_nameValue[5].value,message_flight_supplementalData_additionalFlightInformation_nameValue[5],message_flight_assignedAltitude_simple.uom,message_flight_assignedAltitude_simple,message_flight_flightPlan.identifier,message_flight_flightPlan,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.unitIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit.sectorIdentifier,message_flight_enRoute_boundaryCrossings_handoff_receivingUnit,message_flight_departure,message_flight_supplementalData_additionalFlightInformation_nameValue[6].name,message_flight_supplementalData_additionalFlightInformation_nameValue[6].value,message_flight_supplementalData_additionalFlightInformation_nameValue[6],message_flight_supplementalData_additionalFlightInformation_nameValue[7].name,message_flight_supplementalData_additionalFlightInformation_nameValue[7].value,message_flight_supplementalData_additionalFlightInformation_nameValue[7],message_flight_supplementalData_additionalFlightInformation_nameValue[8].name,message_flight_supplementalData_additionalFlightInformation_nameValue[8].value,message_flight_supplementalData_additionalFlightInformation_nameValue[8],message_flight_supplementalData_additionalFlightInformation_nameValue[9].name,message_flight_supplementalData_additionalFlightInformation_nameValue[9].value,message_flight_supplementalData_additionalFlightInformation_nameValue[9],message_flight_arrival
62,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KPLN,2024-01-08T23:40:00Z,NaN,ZMP,02,NaN,KDTW,2024-01-08T23:00:00Z,NaN,2024-01-08T23:38:11Z,2024-01-08T23:38:11Z,SURVEILLANCE,KNOTS,208.0,FEET,3200.0,urn:ogc:def:crs:EPSG::4326,45.402778 -84.579167,FEET,3200.0,urn:ogc:def:crs:EPSG::4326,45.402778 -84.579167,KNOTS,54.0,KNOTS,201.0,607,131,SKW4232,NaN,ACTIVE,NaN,urn:uuid,103837bf-f6af-49d0-800d-c16a1b4d329c,SKW,NaN,MSG_SEQ_NO,27034069,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:29:27Z.000/02/200,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A7D3FE,NaN,FEET,28000.0,KC77367200,NaN,,,,,,,,,,,,,,,,,
63,ZMP,TH,SLC,2024-01-08T23:38:17.134Z,KDEN,2024-01-09T00:47:00Z,NaN,ZMP,29,NaN,KMSP,2024-01-08T22:57:00Z,NaN,2024-01-08T23:38:13Z,2024-01-08T23:38:13Z,SURVEILLANCE,KNOTS,390.0,FEET,32000.0,urn:ogc:def:crs:EPSG::4326,42.749167 -97.891944,FEET,32000.0,urn:ogc:def:crs:EPSG::4326,42.748889 -97.893056,KNOTS,-353.0,KNOTS,-164.0,184,241,UAL2449,NaN,ACTIVE,NaN,urn:uuid,923638e1-86b0-4073-81ac-baf5c6394a41,UAL,NaN,MSG_SEQ_NO,27034062,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:27:39Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,2338175015,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-AAE757,NaN,FEET,32000.0,KP77259200,NaN,,,,,,,,,,,,,,,,,
64,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,CYVR,2024-01-09T02:52:00Z,NaN,ZMP,19,NaN,KORD,2024-01-08T22:52:00Z,NaN,2024-01-08T23:38:09Z,2024-01-08T23:38:08Z,SURVEILLANCE,KNOTS,447.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,43.3475 -93.836944,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,43.348333 -93.838333,KNOTS,-370.0,KNOTS,251.0,083,378,ACA1049,NaN,ACTIVE,NaN,urn:uuid,5665ad0a-f261-45b7-a83e-ac062baee3d3,ACA,NaN,MSG_SEQ_NO,27034070,NaN,FDPS_GUFI,us.fdps.2024-01-08T19:06:53Z.000/06/200,NaN,FLIGHT_PLAN_SEQ_NO,4,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-C04067,NaN,FEET,30000.0,KG68813200,NaN,,,,,,,,,,,,,,,,,
65,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KMSP,2024-01-08T23:47:00Z,NaN,MMM,1I,NaN,KSAT,2024-01-08T21:36:00Z,NaN,2024-01-08T23:38:06Z,2024-01-08T23:38:06Z,SURVEILLANCE,KNOTS,203.0,FEET,5000.0,urn:ogc:def:crs:EPSG::4326,44.979444 -93.605833,FEET,5000.0,urn:ogc:def:crs:EPSG::4326,44.979444 -93.605833,KNOTS,66.0,KNOTS,192.0,582,125,DAL2676,NaN,ACTIVE,NaN,urn:uuid,20a577b3-b8ca-4cc2-af20-7f9c830d795a,DAL,NaN,MSG_SEQ_NO,27034076,NaN,FDPS_GUFI,us.fdps.2024-01-08T19:10:55Z.000/07/200,NaN,FLIGHT_PLAN_SEQ_NO,12,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A32AD5,NaN,FEET,33000.0,KH69055200,NaN,,,,,,,,,,,,,,,,,
66,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KHRF,2024-01-09T00:30:00Z,NaN,ZMP,19,NaN,KPIR,2024-01-08T22:52:00Z,NaN,2024-01-08T23:38:15Z,2024-01-08T23:38:15Z,SURVEILLANCE,KNOTS,450.0,FEET,41000.0,urn:ogc:def:crs:EPSG::4326,44.751667 -98.099722,FEET,41000.0,urn:ogc:def:crs:EPSG::4326,44.751944 -98.099722,KNOTS,451.0,KNOTS,-75.0,149,365,EJA604,NaN,ACTIVE,NaN,urn:uuid,b9aeb5d6-2be8-4272-90a6-1a33b15fb856,EJA,NaN,MSG_SEQ_NO,27034077,NaN,FDPS_GUFI,us.fdps.2024-01-08T22:21:16Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,44.751944/-98.099722,NaN,FEET,41000.0,KP80476200,NaN,,,,,ADSB_ALT_175A,41000.0,NaN,ADSB_VEL_176A,+451/-75,NaN,ADSB_TIME_177A,2024-01-08T23:38:15Z,NaN,ADSB_02M_52B,-A7D78A,NaN,
67,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KMSP,2024-01-08T23:51:00Z,NaN,ZMP,17,NaN,KDFW,2024-01-08T22:08:00Z,NaN,2024-01-08T23:38:14Z,2024-01-08T23:38:14Z,SURVEILLANCE,KNOTS,402.0,FEET,21800.0,urn:ogc:def:crs:EPSG::4326,43.875 -93.499444,FEET,21800.0,urn:ogc:def:crs:EPSG::4326,43.875833 -93.499444,KNOTS,26.0,KNOTS,402.0,247,362,AAL2104,NaN,ACTIVE,NaN,urn:uuid,108ea826-16eb-4598-96d7-fd510b0a5aeb,AAL,NaN,MSG_SEQ_NO,27034072,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:21:57Z.000/05/200,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-AB774B,NaN,FEET,31000.0,KF73317200,NaN,MMM,1I,NaN,,,,,,,,,,,,,,
68,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,EIDW,2024-01-09T05:34:00Z,NaN,ZMP,12,NaN,KDFW,2024-01-08T21:46:00Z,NaN,2024-01-08T23:38:08Z,2024-01-08T23:38:08Z,SURVEILLANCE,KNOTS,596.0,FEET,39000.0,urn:ogc:def:crs:EPSG::4326,44.434444 -82.412222,FEET,39000.0,urn:ogc:def:crs:EPSG::4326,44.434444 -82.411944,KNOTS,543.0,KNOTS,244.0,258,118,AAL132,NaN,ACTIVE,NaN,urn:uuid,82d757a3-7205-4112-b040-710f286160a8,AAL,NaN,MSG_SEQ_NO,27034075,NaN,FDPS_GUFI,us.fdps.2024-01-08T19:34:41Z.000/05/200,NaN,FLIGHT_PLAN_SEQ_NO,13,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-AAE958,NaN,FEET,39000.0,KF70481200,NaN,,,,,,,,,,,,,,,,,
69,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KFCM,2024-01-08T23:41:00Z,NaN,MMM,1E,NaN,KABR,2024-01-08T22:55:00Z,NaN,2024-01-08T23:38:05Z,2024-01-08T23:38:05Z,SURVEILLANCE,KNOTS,109.0,FEET,1100.0,urn:ogc:def:crs:EPSG::4326,44.830833 -93.484444,FEET,1100.0,urn:ogc:def:crs:EPSG::4326,44.830833 -93.484444,KNOTS,109.0,KNOTS,-22.0,604,266,N559SF,NaN,ACTIVE,NaN,urn:uuid,11bb7cf1-2300-4d58-a4fb-c7f5d4d55485,,,MSG_SEQ_NO,27034078,NaN,FDPS_GUFI,us.fdps.2024-01-08T22:15:07Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,5,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,44.830833/-93.484444,NaN,FEET,8000.0,KP80107200,NaN,,,,,ADSB_ALT_175A,1100.0,NaN,ADSB_VEL_176A,+109/-22,NaN,ADSB_TIME_177A,2024-01-08T23:38:05Z,NaN,ADSB_02M_52B,-A72270,NaN,
70,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KMSP,2024-01-08T23:42:00Z,NaN,MMM,1I,NaN,KGRB,2024-01-08T22:51:00Z,NaN,2024-01-08T23:38:07Z,2024-01-08T23:38:07Z,SURVEILLANCE,KNOTS,158.0,FEET,3300.0,urn:ogc:def:crs:EPSG::4326,44.951667 -93.358056,FEET,3200.0,urn:ogc:def:crs:EPSG::4326,44.951667 -93.357778,KNOTS,132.0,KNOTS,-79.0,806,145,SKW3753,NaN,ACTIVE,NaN,urn:uuid,36f80ec3-03a5-419e-b128-3fd86d1c4ca2,SKW,NaN,MSG_SEQ_NO,27034084,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:20:17Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,44.951667/-93.357778,NaN,FEET,22000.0,KP76817200,NaN,,,,,ADSB_ALT_175A,3200.0,NaN,ADSB_VEL_176A,+132/-79,NaN,ADSB_TIME_177A,2024-01-08T23:38:07Z,NaN,ADSB_02M_52B,-A2644A,NaN,
71,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,PANC,2024-01-09T04:31:00Z,NaN,ZMP,24,NaN,KMSP,2024-01-08T22:55:00Z,NaN,2024-01-08T23:38:07Z,2024-01-08T23:38:06Z,SURVEILLANCE,KNOTS,429.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,47.883056 -98.214444,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,47.883056 -98.214444,KNOTS,-274.0,KNOTS,328.0,181,415,DAL517,NaN,ACTIVE,NaN,urn:uuid,c6e961cd-7e58-4034-9295-6ea038256284,DAL,NaN,MSG_SEQ_NO,27034085,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:04:09Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,3,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,47.883056/-98.214444,NaN,FEET,30000.0,KP75849200,NaN,,,,,ADSB_ALT_175A,30000.0,NaN,ADSB_VEL_176A,-274/+328,NaN,ADSB_TIME_177A,2024-01-08T23:38:06Z,NaN,ADSB_02M_52B,-A6492F,NaN,
72,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KSEA,2024-01-09T02:09:00Z,NaN,ZMP,20,NaN,KDTW,2024-01-08T21:34:00Z,NaN,2024-01-08T23:38:13Z,2024-01-08T23:38:13Z,SURVEILLANCE,KNOTS,418.0,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,45.885 -100.295833,FEET,34000.0,urn:ogc:def:crs:EPSG::4326,45.885 -100.295833,KNOTS,-404.0,KNOTS,107.0,886,155,ASA304,NaN,ACTIVE,NaN,urn:uuid,3a5277c0-6c2b-4fcb-9911-c66fd01fe20f,ASA,NaN,MSG_SEQ_NO,27034081,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:07:14Z.000/02/200,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,45.885/-100.295833,NaN,FEET,34000.0,KC72434200,NaN,,,,,ADSB_ALT_175A,34000.0,NaN,ADSB_VEL_176A,-404/+107,NaN,ADSB_TIME_177A,2024-01-08T23:38:13Z,NaN,ADSB_02M_52B,-A2CE05,NaN,
73,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KPHX,2024-01-09T01:33:00Z,NaN,ZMP,42,NaN,KOMA,2024-01-08T23:21:00Z,NaN,2024-01-08T23:38:07Z,2024-01-08T23:38:06Z,SURVEILLANCE,KNOTS,413.0,FEET,40000.0,urn:ogc:def:crs:EPSG::4326,40.624722 -97.780833,FEET,40000.0,urn:ogc:def:crs:EPSG::4326,40.624444 -97.781667,KNOTS,-385.0,KNOTS,-148.0,032,225,SWA698,NaN,ACTIVE,NaN,urn:uuid,1434d982-463a-4a26-bd40-8f33ac55aa6d,SWA,NaN,MSG_SEQ_NO,27034086,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:55:43Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,4,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-AAA4BE,NaN,FEET,40000.0,KP75343200,NaN,,,,,,,,,,,,,,,,,
74,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KSLC,2024-01-09T01:34:00Z,NaN,ZMP,42,NaN,KCVG,2024-01-08T22:11:00Z,NaN,2024-01-08T23:38:11Z,2024-01-08T23:38:11Z,SURVEILLANCE,KNOTS,426.0,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,41.076944 -96.545278,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,41.076944 -96.545278,KNOTS,-417.0,KNOTS,96.0,679,401,DAL1117,NaN,ACTIVE,NaN,urn:uuid,f2b902bc-4055-40e1-9ebe-04ab664621e5,DAL,NaN,MSG_SEQ_NO,27034091,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:11:01Z.000/08/200,NaN,FLIGHT_PLAN_SEQ_NO,13,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,41.076944/-96.545278,NaN,FEET,38000.0,KI76261200,NaN,,,,,ADSB_ALT_175A,38000.0,NaN,ADSB_VEL_176A,-417/+96,NaN,ADSB_TIME_177A,2024-01-08T23:38:11Z,NaN,ADSB_02M_52B,-A446AA,NaN,
75,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,CYVR,2024-01-09T02:51:00Z,NaN,ZMP,25,NaN,CYYZ,,,2024-01-08T23:38:10Z,2024-01-08T23:38:10Z,SURVEILLANCE,KNOTS,384.0,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,47.386667 -94.584444,FEET,30000.0,urn:ogc:def:crs:EPSG::4326,47.386667 -94.584722,KNOTS,-363.0,KNOTS,123.0,860,291,ACA119,NaN,ACTIVE,NaN,urn:uuid,9e693db2-9273-40e1-8719-004b2ffa56b4,ACA,NaN,MSG_SEQ_NO,27034088,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:27:08Z.000/15/200,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-C010EC,NaN,FEET,30000.0,KP73628200,NaN,,,,NaN,,,,,,,,,,,,,
76,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KMSP,2024-01-09T00:01:00Z,NaN,ZMP,17,NaN,KATL,2024-01-08T22:05:00Z,NaN,2024-01-08T23:38:07Z,2024-01-08T23:38:07Z,SURVEILLANCE,KNOTS,472.0,FEET,28800.0,urn:ogc:def:crs:EPSG::4326,42.292778 -92.454722,FEET,28800.0,urn:ogc:def:crs:EPSG::4326,42.2925 -92.454444,KNOTS,-305.0,KNOTS,359.0,946,294,DAL2654,NaN,ACTIVE,NaN,urn:uuid,7a2b1e60-cb84-4f91-8240-ea5ae9281c80,DAL,NaN,MSG_SEQ_NO,27034094,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:06:06Z.000/19/201,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A33D62,NaN,FEET,28000.0,KT75966201,NaN,,,,,,,,,,,,,,,,,
77,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,CYYR,2024-01-09T02:56:00Z,NaN,ZMP,23,NaN,KRNO,2024-01-08T21:27:00Z,NaN,2024-01-08T23:38:07Z,2024-01-08T23:38:07Z,SURVEILLANCE,KNOTS,463.0,FEET,41000.0,urn:ogc:def:crs:EPSG::4326,48.179722 -102.9225,FEET,41000.0,urn:ogc:def:crs:EPSG::4326,48.179444 -102.9225,KNOTS,406.0,KNOTS,230.0,750,236,N461GT,NaN,ACTIVE,NaN,urn:uuid,10ebcf79-6ae5-4b0b-9b3e-ae1407945b7f,,,MSG_SEQ_NO,27034097,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:00:00Z.191/14/229,NaN,FLIGHT_PLAN_SEQ_NO,8,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,48.179444/-102.9225,NaN,FEET,41000.0,KO75629229,NaN,,,,,ADSB_ALT_175A,41000.0,NaN,ADSB_VEL_176A,+406/+230,NaN,ADSB_TIME_177A,2024-01-08T23:38:07Z,NaN,ADSB_02M_52B,-A59DFA,NaN,
78,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KUGN,2024-01-09T00:41:00Z,NaN,ZMP,42,NaN,KPSP,2024-01-08T21:28:00Z,NaN,2024-01-08T23:38:12Z,2024-01-08T23:38:11Z,SURVEILLANCE,KNOTS,476.0,FEET,45000.0,urn:ogc:def:crs:EPSG::4326,40.889722 -98.976389,FEET,45000.0,urn:ogc:def:crs:EPSG::4326,40.890278 -98.974722,KNOTS,445.0,KNOTS,170.0,667,231,LKF60,NaN,ACTIVE,NaN,urn:uuid,d9daf096-4a54-40c7-916e-27ce9fe62dbf,LKF,NaN,MSG_SEQ_NO,27034101,NaN,FDPS_GUFI,us.fdps.2024-01-08T21:00:00Z.225/11/240,NaN,FLIGHT_PLAN_SEQ_NO,6,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-AD5C37,NaN,FEET,45000.0,KL75640240,NaN,,,,,,,,,,,,,,,,,
79,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KFAR,2024-01-09T01:37:00Z,NaN,ZMP,23,NaN,KXWA,2024-01-08T23:30:00Z,NaN,2024-01-08T23:38:16Z,2024-01-08T23:38:15Z,SURVEILLANCE,KNOTS,185.0,FEET,9000.0,urn:ogc:def:crs:EPSG::4326,48.165 -103.164444,FEET,8900.0,urn:ogc:def:crs:EPSG::4326,48.165 -103.164444,KNOTS,180.0,KNOTS,-42.0,561,203,CPT7573,NaN,ACTIVE,NaN,urn:uuid,84e0d9a7-36c5-4638-8d35-b937d0beed51,CPT,NaN,MSG_SEQ_NO,27034102,NaN,FDPS_GUFI,us.fdps.2024-01-08T22:23:57Z.000/20/200,NaN,FLIGHT_PLAN_SEQ_NO,4,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,48.165/-103.164444,NaN,FEET,9000.0,KU80637200,NaN,,,,,ADSB_ALT_175A,8900.0,NaN,ADSB_VEL_176A,+180/-42,NaN,ADSB_TIME_177A,2024-01-08T23:38:15Z,NaN,ADSB_02M_52B,-AAC763,NaN,
80,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KJFK,2024-01-09T02:18:00Z,NaN,ZMP,20,NaN,KSEA,2024-01-08T21:46:00Z,NaN,2024-01-08T23:38:09Z,2024-01-08T23:38:09Z,SURVEILLANCE,KNOTS,459.0,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,43.773611 -101.805833,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,43.773611 -101.805833,KNOTS,455.0,KNOTS,-47.0,675,165,DAL1713,NaN,ACTIVE,NaN,urn:uuid,0a041c31-1e8f-4f92-8d7b-dd9f81139717,DAL,NaN,MSG_SEQ_NO,27034103,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:46:01Z.000/18/200,NaN,FLIGHT_PLAN_SEQ_NO,7,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,43.773611/-101.805833,NaN,FEET,33000.0,KS74761200,NaN,,,,,ADSB_ALT_175A,33000.0,NaN,ADSB_VEL_176A,+455/-47,NaN,ADSB_TIME_177A,2024-01-08T23:38:09Z,NaN,ADSB_02M_52B,-A68D02,NaN,
81,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KMSP,2024-01-09T00:22:00Z,NaN,ZMP,20,NaN,KPDX,2024-01-08T21:35:00Z,NaN,2024-01-08T23:38:14Z,2024-01-08T23:38:14Z,SURVEILLANCE,KNOTS,468.0,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,45.236667 -99.773889,FEET,33000.0,urn:ogc:def:crs:EPSG::4326,45.236944 -99.773889,KNOTS,461.0,KNOTS,-82.0,284,327,DAL717,NaN,ACTIVE,NaN,urn:uuid,70f98d94-3d5b-4504-85e9-decfb315c141,DAL,NaN,MSG_SEQ_NO,27034104,NaN,FDPS_GUFI,us.fdps.2024-01-08T20:36:00Z.000/18/200,NaN,FLIGHT_PLAN_SEQ_NO,5,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,45.236944/-99.773889,NaN,FEET,33000.0,KS74160200,NaN,,,,,ADSB_ALT_175A,33000.0,NaN,ADSB_VEL_176A,+461/-82,NaN,ADSB_TIME_177A,2024-01-08T23:38:14Z,NaN,ADSB_02M_52B,-AC01D3,NaN,
82,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KSTP,2024-01-08T23:41:00Z,NaN,MMM,1E,NaN,KLUK,2024-01-08T22:04:00Z,NaN,2024-01-08T23:38:08Z,2024-01-08T23:38:08Z,SURVEILLANCE,KNOTS,135.0,FEET,2200.0,urn:ogc:def:crs:EPSG::4326,44.999167 -93.123333,FEET,2200.0,urn:ogc:def:crs:EPSG::4326,44.998889 -93.123056,KNOTS,76.0,KNOTS,-112.0,710,89,EJM72,NaN,ACTIVE,NaN,urn:uuid,ee4fb623-b3a9-43dd-a0dc-1f72566ec954,EJM,NaN,MSG_SEQ_NO,27034106,NaN,FDPS_GUFI,us.fdps.2024-01-08T19:32:08Z.000/08/200,NaN,FLIGHT_PLAN_SEQ_NO,11,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_02M_52B,-A9A8F0,NaN,FEET,34000.0,KI70328200,NaN,,,,,,,,,,,,,,,,,
83,ZMP,TH,SLC,2024-01-08T23:38:17.144Z,KLAX,,,ZMP,20,NaN,EGLL,,,2024-01-08T23:38:11Z,2024-01-08T23:38:11Z,SURVEILLANCE,KNOTS,471.0,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,46.068611 -102.717778,FEET,38000.0,urn:ogc:def:crs:EPSG::4326,46.068611 -102.717778,KNOTS,-264.0,KNOTS,-396.0,137,102,DAL187,NaN,ACTIVE,NaN,urn:uuid,d46723ac-f53d-4b27-b8ca-01a171332bd5,DAL,NaN,MSG_SEQ_NO,27034107,NaN,FDPS_GUFI,us.fdps.2024-01-08T23:01:00Z.477/15/257,NaN,FLIGHT_PLAN_SEQ_NO,2,NaN,SOURCE_TIME_AND_SEQ,2338175016,NaN,SOURCE_TIME,23_38_17,NaN,ADSB_POS_174A,46.068611/-102.717778,NaN,FEET,38000.0,KP82917257,NaN,,,,NaN,ADSB_ALT_175A,38000.0,NaN,ADSB_VEL_176A,-264/-396,NaN,ADSB_TIME_177A,2024-01-08T23:38:11Z,NaN,ADSB_02M_52B,-A4FC00,NaN,NaN
