Flight Number,Date,Taxi Takeoff,Average Delay Takeoff,Gate Departure Actual,Gate Departure Estimated,Takeoff Actual,Takeoff Estimated,Taxi Landing,Average Delay Landing,Landing Actual,Landing Estimated,Gate Arrival Actual,Gate Arrival Estimated
AAL1611,SATURDAY 06-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,07:20AM MST,Scheduled 07:25AM MST,07:35AM MST,Scheduled 07:35AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,08:22AM PDT,Scheduled 08:23AM PDT,08:27AM PDT,Scheduled 08:38AM PDT
SWA1261,SATURDAY 06-APR-2024,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,06:38AM MST,Scheduled 06:35AM MST,06:45AM MST,Scheduled 06:45AM MST,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,07:31AM PDT,Scheduled 07:38AM PDT,07:40AM PDT,Scheduled 07:45AM PDT
FFT1895,TUESDAY 09-APR-2024,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,01:46PM MST,Scheduled 01:50PM MST,02:07PM MST,Scheduled 02:00PM MST,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,02:54PM PDT,Scheduled 02:45PM PDT,03:08PM PDT,Scheduled 03:05PM PDT
SWA4276,TUESDAY 09-APR-2024,Taxi Time: 8 minutes,Average Delay: --,01:07PM MST,Scheduled 01:00PM MST,01:15PM MST,Scheduled 01:10PM MST,Taxi Time: 8 minutes,Average Delay: --,01:57PM PDT,Scheduled 02:06PM PDT,02:11PM PDT,Scheduled 02:10PM PDT
SWA4174,TUESDAY 09-APR-2024,Taxi Time: 7 minutes,Average Delay: --,12:39PM MST,Scheduled 11:40AM MST,12:46PM MST,Scheduled 11:50AM MST,Taxi Time: 7 minutes,Average Delay: --,01:30PM PDT,Scheduled 12:37PM PDT,01:36PM PDT,Scheduled 12:50PM PDT
NKS2043,TUESDAY 09-APR-2024,Taxi Time: 23 minutes,Average Delay: Less than 10 minutes,11:13AM MST,Scheduled 11:20AM MST,11:36AM MST,Scheduled 11:30AM MST,Taxi Time: 23 minutes,Average Delay: Less than 10 minutes,12:24PM PDT,Scheduled 12:18PM PDT,12:30PM PDT,Scheduled 12:34PM PDT
AAL440,TUESDAY 09-APR-2024,Taxi Time: 43 minutes,Average Delay: Less than 10 minutes,10:20AM MST,Scheduled 10:25AM MST,11:03AM MST,Scheduled 10:35AM MST,Taxi Time: 43 minutes,Average Delay: Less than 10 minutes,11:50AM PDT,Scheduled 11:22AM PDT,11:56AM PDT,Scheduled 11:46AM PDT
SWA2500,TUESDAY 09-APR-2024,Taxi Time: 31 minutes,Average Delay: --,10:01AM MST,Scheduled 10:00AM MST,10:32AM MST,Scheduled 10:10AM MST,Taxi Time: 31 minutes,Average Delay: --,11:16AM PDT,Scheduled 10:55AM PDT,11:20AM PDT,Scheduled 11:10AM PDT
SNC1367,,,,,,,,,,,,,
SWA2241,TUESDAY 09-APR-2024,Taxi Time: 21 minutes,Average Delay: --,09:09AM MST,Scheduled 09:05AM MST,09:30AM MST,Scheduled 09:15AM MST,Taxi Time: 21 minutes,Average Delay: --,10:14AM PDT,Scheduled 10:02AM PDT,10:19AM PDT,Scheduled 10:20AM PDT
SWA6050,TUESDAY 09-APR-2024,Taxi Time: 16 minutes,Average Delay: --,07:56AM MST,Scheduled 07:55AM MST,08:12AM MST,Scheduled 08:05AM MST,Taxi Time: 16 minutes,Average Delay: --,08:56AM PDT,Scheduled 08:50AM PDT,09:02AM PDT,Scheduled 09:05AM PDT
AAL1611,TUESDAY 09-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,07:22AM MST,Scheduled 07:25AM MST,07:37AM MST,Scheduled 07:35AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,08:21AM PDT,Scheduled 08:20AM PDT,08:26AM PDT,Scheduled 08:38AM PDT
SWA5690,TUESDAY 09-APR-2024,Taxi Time: 14 minutes,Average Delay: --,06:28AM MST,Scheduled 06:30AM MST,06:42AM MST,Scheduled 06:40AM MST,Taxi Time: 14 minutes,Average Delay: --,07:25AM PDT,Scheduled 07:25AM PDT,07:38AM PDT,Scheduled 07:40AM PDT
N985FE,,,,,,,,,,,,,
PCM208,TUESDAY 09-APR-2024,TUESDAY 09-APR-2024,TUESDAY 09-APR-2024,,,,,,,,,,
FFT2517,MONDAY 08-APR-2024,Taxi Time: 21 minutes,Average Delay: 20-40 minutes,08:42PM MST,Scheduled 08:45PM MST,09:03PM MST,Scheduled 08:55PM MST,Taxi Time: 21 minutes,Average Delay: 20-40 minutes,09:47PM PDT,Scheduled 09:41PM PDT,09:58PM PDT,Scheduled 10:01PM PDT
AAL365,MONDAY 08-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,08:37PM MST,Scheduled 08:38PM MST,08:52PM MST,Scheduled 08:48PM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,09:34PM PDT,Scheduled 09:31PM PDT,09:44PM PDT,Scheduled 09:51PM PDT
LET5222,,,,,,,,,,,,,
SWA2871,MONDAY 08-APR-2024,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,07:59PM MST,Scheduled 08:00PM MST,08:12PM MST,Scheduled 08:10PM MST,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,08:55PM PDT,Scheduled 08:55PM PDT,09:08PM PDT,Scheduled 09:05PM PDT
SWA1994,MONDAY 08-APR-2024,Taxi Time: 13 minutes,Average Delay: 10-20 minutes,06:50PM MST,Scheduled 06:50PM MST,07:03PM MST,Scheduled 07:00PM MST,Taxi Time: 13 minutes,Average Delay: 10-20 minutes,07:56PM PDT,Scheduled 07:44PM PDT,08:07PM PDT,Scheduled 08:00PM PDT
FFT2133,MONDAY 08-APR-2024,Taxi Time: 9 minutes,Average Delay: 20-40 minutes,06:03PM MST,Scheduled 05:36PM MST,06:12PM MST,Scheduled 05:46PM MST,Taxi Time: 9 minutes,Average Delay: 20-40 minutes,07:06PM PDT,Scheduled 06:35PM PDT,07:14PM PDT,Scheduled 06:50PM PDT
SWA169,MONDAY 08-APR-2024,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,07:25PM MST,Scheduled 05:15PM MST,07:36PM MST,Scheduled 05:25PM MST,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,08:18PM PDT,Scheduled 06:08PM PDT,08:25PM PDT,Scheduled 06:25PM PDT
AAL2800,MONDAY 08-APR-2024,Taxi Time: 34 minutes,Average Delay: More than 1 hour,05:48PM MST,Scheduled 05:07PM MST,06:22PM MST,Scheduled 05:17PM MST,Taxi Time: 34 minutes,Average Delay: More than 1 hour,07:11PM PDT,Scheduled 06:01PM PDT,07:19PM PDT,Scheduled 06:21PM PDT
N90LG,,,,,,,,,,,,,
SWA3001,MONDAY 08-APR-2024,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,04:27PM MST,Scheduled 04:10PM MST,04:50PM MST,Scheduled 04:20PM MST,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,05:41PM PDT,Scheduled 05:04PM PDT,05:52PM PDT,Scheduled 05:15PM PDT
SWA2388,MONDAY 08-APR-2024,Taxi Time: 13 minutes,Average Delay: 20-40 minutes,02:46PM MST,Scheduled 02:05PM MST,02:59PM MST,Scheduled 02:15PM MST,Taxi Time: 13 minutes,Average Delay: 20-40 minutes,03:45PM PDT,Scheduled 03:00PM PDT,03:52PM PDT,Scheduled 03:15PM PDT
AAL2760,MONDAY 08-APR-2024,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,02:43PM MST,Scheduled 02:00PM MST,03:06PM MST,Scheduled 02:10PM MST,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,03:59PM PDT,Scheduled 02:54PM PDT,04:08PM PDT,Scheduled 03:11PM PDT
FFT1895,MONDAY 08-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,01:15PM MST,Scheduled 01:10PM MST,01:29PM MST,Scheduled 01:20PM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,02:17PM PDT,Scheduled 02:07PM PDT,02:28PM PDT,Scheduled 02:25PM PDT
SWA1051,MONDAY 08-APR-2024,Taxi Time: 19 minutes,Average Delay: 10-20 minutes,12:23PM MST,Scheduled 11:55AM MST,12:42PM MST,Scheduled 12:05PM MST,Taxi Time: 19 minutes,Average Delay: 10-20 minutes,01:30PM PDT,Scheduled 12:50PM PDT,01:38PM PDT,Scheduled 01:05PM PDT
NKS2043,MONDAY 08-APR-2024,Taxi Time: 24 minutes,Average Delay: Less than 10 minutes,11:13AM MST,Scheduled 11:20AM MST,11:37AM MST,Scheduled 11:30AM MST,Taxi Time: 24 minutes,Average Delay: Less than 10 minutes,12:26PM PDT,Scheduled 12:16PM PDT,12:30PM PDT,Scheduled 12:34PM PDT
SWA1979,MONDAY 08-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,10:40AM MST,Scheduled 10:40AM MST,10:54AM MST,Scheduled 10:50AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,11:41AM PDT,Scheduled 11:35AM PDT,11:49AM PDT,Scheduled 11:55AM PDT
AAL440,MONDAY 08-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,10:18AM MST,Scheduled 10:25AM MST,10:36AM MST,Scheduled 10:35AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,11:25AM PDT,Scheduled 11:19AM PDT,11:34AM PDT,Scheduled 11:46AM PDT
SWA3084,MONDAY 08-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,09:16AM MST,Scheduled 09:15AM MST,09:32AM MST,Scheduled 09:25AM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,10:14AM PDT,Scheduled 10:21AM PDT,10:23AM PDT,Scheduled 10:30AM PDT
EJA462,,,,,,,,,,,,,
SWA2684,MONDAY 08-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,08:26AM MST,Scheduled 08:10AM MST,08:38AM MST,Scheduled 08:20AM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,09:21AM PDT,Scheduled 09:04AM PDT,09:29AM PDT,Scheduled 09:20AM PDT
AAL1611,MONDAY 08-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,07:29AM MST,Scheduled 07:25AM MST,07:49AM MST,Scheduled 07:35AM MST,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,08:34AM PDT,Scheduled 08:17AM PDT,08:39AM PDT,Scheduled 08:38AM PDT
SWA953,MONDAY 08-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:19AM MST,Scheduled 07:20AM MST,07:33AM MST,Scheduled 07:30AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,08:16AM PDT,Scheduled 08:14AM PDT,08:21AM PDT,Scheduled 08:30AM PDT
SNC1367,,,,,,,,,,,,,
SWA2435,MONDAY 08-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,06:10AM MST,Scheduled 06:10AM MST,06:26AM MST,Scheduled 06:20AM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,07:12AM PDT,Scheduled 07:06AM PDT,07:18AM PDT,Scheduled 07:20AM PDT
SWA3818,WEDNESDAY 10-APR-2024,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,06:54PM MST,Scheduled 07:00PM MST,07:06PM MST,Scheduled 07:10PM MST,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,07:50PM PDT,Scheduled 07:54PM PDT,07:57PM PDT,Scheduled 08:10PM PDT
SWA2508,WEDNESDAY 10-APR-2024,Taxi Time: 13 minutes,Average Delay: 10-20 minutes,05:22PM MST,Scheduled 05:25PM MST,05:35PM MST,Scheduled 05:35PM MST,Taxi Time: 13 minutes,Average Delay: 10-20 minutes,06:17PM PDT,Scheduled 06:22PM PDT,06:22PM PDT,Scheduled 06:35PM PDT
AAL2800,WEDNESDAY 10-APR-2024,Taxi Time: 16 minutes,Average Delay: More than 1 hour,06:27PM MST,Scheduled 05:07PM MST,06:43PM MST,Scheduled 05:17PM MST,Taxi Time: 16 minutes,Average Delay: More than 1 hour,07:27PM PDT,Scheduled 06:02PM PDT,07:35PM PDT,Scheduled 06:21PM PDT
FFT4047,WEDNESDAY 10-APR-2024,Taxi Time: 8 minutes,Average Delay: --,04:27PM MST,Scheduled 04:34PM MST,04:35PM MST,Scheduled 04:44PM MST,Taxi Time: 8 minutes,Average Delay: --,05:20PM PDT,Scheduled 05:28PM PDT,05:26PM PDT,Scheduled 05:51PM PDT
SWA2847,WEDNESDAY 10-APR-2024,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,04:24PM MST,Scheduled 03:50PM MST,04:30PM MST,Scheduled 04:00PM MST,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,05:14PM PDT,Scheduled 04:46PM PDT,05:21PM PDT,Scheduled 04:59PM PDT
FFT1895,WEDNESDAY 10-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,03:18PM MST,Scheduled 02:11PM MST,03:34PM MST,Scheduled 02:21PM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,04:20PM PDT,Scheduled 03:10PM PDT,04:27PM PDT,Scheduled 03:25PM PDT
AAL2760,WEDNESDAY 10-APR-2024,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,02:25PM MST,Scheduled 02:00PM MST,02:35PM MST,Scheduled 02:10PM MST,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,03:19PM PDT,Scheduled 02:56PM PDT,03:26PM PDT,Scheduled 03:11PM PDT
SWA4276,WEDNESDAY 10-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,12:57PM MST,Scheduled 01:00PM MST,01:09PM MST,Scheduled 01:10PM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,01:57PM PDT,Scheduled 01:57PM PDT,02:04PM PDT,Scheduled 02:10PM PDT
FFT3483,WEDNESDAY 10-APR-2024,Taxi Time: 14 minutes,Average Delay: --,11:38AM MST,Scheduled 11:48AM MST,11:52AM MST,Scheduled 11:58AM MST,Taxi Time: 14 minutes,Average Delay: --,12:38PM PDT,Scheduled 12:44PM PDT,12:47PM PDT,Scheduled 01:04PM PDT
SWA4174,WEDNESDAY 10-APR-2024,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,11:24AM MST,Scheduled 11:30AM MST,11:38AM MST,Scheduled 11:40AM MST,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,12:26PM PDT,Scheduled 12:24PM PDT,12:31PM PDT,Scheduled 12:40PM PDT
NKS2043,WEDNESDAY 10-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:15AM MST,Scheduled 11:25AM MST,11:30AM MST,Scheduled 11:35AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,12:18PM PDT,Scheduled 12:21PM PDT,12:22PM PDT,Scheduled 12:36PM PDT
AAL440,WEDNESDAY 10-APR-2024,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,10:23AM MST,Scheduled 10:25AM MST,10:45AM MST,Scheduled 10:35AM MST,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,11:31AM PDT,Scheduled 11:22AM PDT,11:37AM PDT,Scheduled 11:46AM PDT
SWA2500,WEDNESDAY 10-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,09:54AM MST,Scheduled 09:50AM MST,10:05AM MST,Scheduled 10:00AM MST,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,10:49AM PDT,Scheduled 10:54AM PDT,10:53AM PDT,Scheduled 11:00AM PDT
SNC1367,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
AAL1611,WEDNESDAY 10-APR-2024,Taxi Time: 28 minutes,Average Delay: Less than 10 minutes,07:17AM MST,Scheduled 07:25AM MST,07:45AM MST,Scheduled 07:35AM MST,Taxi Time: 28 minutes,Average Delay: Less than 10 minutes,08:33AM PDT,Scheduled 08:19AM PDT,08:40AM PDT,Scheduled 08:38AM PDT
SWA5690,WEDNESDAY 10-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,06:30AM MST,Scheduled 06:30AM MST,06:41AM MST,Scheduled 06:40AM MST,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,07:23AM PDT,Scheduled 07:30AM PDT,07:32AM PDT,Scheduled 07:40AM PDT
FFT2517,TUESDAY 09-APR-2024,Taxi Time: 8 minutes,Average Delay: 20-40 minutes,09:34PM MST,Scheduled 09:12PM MST,09:42PM MST,Scheduled 09:22PM MST,Taxi Time: 8 minutes,Average Delay: 20-40 minutes,10:27PM PDT,Scheduled 10:03PM PDT,10:36PM PDT,Scheduled 10:27PM PDT
SWA3818,TUESDAY 09-APR-2024,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,07:30PM MST,Scheduled 07:00PM MST,07:38PM MST,Scheduled 07:10PM MST,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,08:19PM PDT,Scheduled 07:57PM PDT,08:27PM PDT,Scheduled 08:10PM PDT
SWA2508,TUESDAY 09-APR-2024,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,05:57PM MST,Scheduled 05:25PM MST,06:07PM MST,Scheduled 05:35PM MST,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,06:51PM PDT,Scheduled 06:20PM PDT,06:56PM PDT,Scheduled 06:35PM PDT
FFT2133,TUESDAY 09-APR-2024,Taxi Time: 13 minutes,Average Delay: 20-40 minutes,05:08PM MST,Scheduled 05:07PM MST,05:21PM MST,Scheduled 05:17PM MST,Taxi Time: 13 minutes,Average Delay: 20-40 minutes,06:07PM PDT,Scheduled 06:05PM PDT,06:16PM PDT,Scheduled 06:21PM PDT
AAL2800,TUESDAY 09-APR-2024,Taxi Time: 17 minutes,Average Delay: More than 1 hour,05:00PM MST,Scheduled 05:05PM MST,05:17PM MST,Scheduled 05:15PM MST,Taxi Time: 17 minutes,Average Delay: More than 1 hour,06:03PM PDT,Scheduled 06:01PM PDT,06:09PM PDT,Scheduled 06:18PM PDT
SWA2847,TUESDAY 09-APR-2024,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,03:53PM MST,Scheduled 03:50PM MST,04:03PM MST,Scheduled 04:00PM MST,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,04:49PM PDT,Scheduled 04:44PM PDT,04:54PM PDT,Scheduled 04:59PM PDT
AAL2760,TUESDAY 09-APR-2024,Taxi Time: 16 minutes,Average Delay: 10-20 minutes,02:59PM MST,Scheduled 02:00PM MST,03:15PM MST,Scheduled 02:10PM MST,Taxi Time: 16 minutes,Average Delay: 10-20 minutes,03:58PM PDT,Scheduled 02:56PM PDT,04:05PM PDT,Scheduled 03:13PM PDT
FFT1895,TUESDAY 09-APR-2024,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,01:46PM MST,Scheduled 01:50PM MST,02:07PM MST,Scheduled 02:00PM MST,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,02:54PM PDT,Scheduled 02:45PM PDT,03:08PM PDT,Scheduled 03:05PM PDT
SWA4276,TUESDAY 09-APR-2024,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,01:07PM MST,Scheduled 01:00PM MST,01:15PM MST,Scheduled 01:10PM MST,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,01:57PM PDT,Scheduled 02:06PM PDT,02:11PM PDT,Scheduled 02:10PM PDT
SWA4174,TUESDAY 09-APR-2024,Taxi Time: 7 minutes,Average Delay: 20-40 minutes,12:39PM MST,Scheduled 11:40AM MST,12:46PM MST,Scheduled 11:50AM MST,Taxi Time: 7 minutes,Average Delay: 20-40 minutes,01:30PM PDT,Scheduled 12:37PM PDT,01:36PM PDT,Scheduled 12:50PM PDT
NKS2043,TUESDAY 09-APR-2024,Taxi Time: 23 minutes,Average Delay: Less than 10 minutes,11:13AM MST,Scheduled 11:20AM MST,11:36AM MST,Scheduled 11:30AM MST,Taxi Time: 23 minutes,Average Delay: Less than 10 minutes,12:24PM PDT,Scheduled 12:18PM PDT,12:30PM PDT,Scheduled 12:34PM PDT
,,,,,,,,,,,,,
SWA2500,TUESDAY 09-APR-2024,Taxi Time: 31 minutes,Average Delay: Less than 10 minutes,10:01AM MST,Scheduled 10:00AM MST,10:32AM MST,Scheduled 10:10AM MST,Taxi Time: 31 minutes,Average Delay: Less than 10 minutes,11:16AM PDT,Scheduled 10:55AM PDT,11:20AM PDT,Scheduled 11:10AM PDT
SNC1367,,,,,,,,,,,,,
SWA2241,TUESDAY 09-APR-2024,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,09:09AM MST,Scheduled 09:05AM MST,09:30AM MST,Scheduled 09:15AM MST,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,10:14AM PDT,Scheduled 10:02AM PDT,10:19AM PDT,Scheduled 10:20AM PDT
SWA6050,TUESDAY 09-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,07:56AM MST,Scheduled 07:55AM MST,08:12AM MST,Scheduled 08:05AM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,08:56AM PDT,Scheduled 08:50AM PDT,09:02AM PDT,Scheduled 09:05AM PDT
AAL1611,TUESDAY 09-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,07:22AM MST,Scheduled 07:25AM MST,07:37AM MST,Scheduled 07:35AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,08:21AM PDT,Scheduled 08:20AM PDT,08:26AM PDT,Scheduled 08:38AM PDT
SWA5690,TUESDAY 09-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,06:28AM MST,Scheduled 06:30AM MST,06:42AM MST,Scheduled 06:40AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:25AM PDT,Scheduled 07:25AM PDT,07:38AM PDT,Scheduled 07:40AM PDT
N985FE,,,,,,,,,,,,,
PCM208,TUESDAY 09-APR-2024,TUESDAY 09-APR-2024,TUESDAY 09-APR-2024,,,,,,,,,,
AAL2800,THURSDAY 11-APR-2024,Taxi Time: 16 minutes,Average Delay: More than 1 hour,05:03PM MST,Scheduled 05:07PM MST,05:19PM MST,Scheduled 05:17PM MST,Taxi Time: 16 minutes,Average Delay: More than 1 hour,06:03PM PDT,Scheduled 06:01PM PDT,06:10PM PDT,Scheduled 06:21PM PDT
FFT4047,THURSDAY 11-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,04:49PM MST,Scheduled 04:53PM MST,05:06PM MST,Scheduled 05:03PM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,05:53PM PDT,Scheduled 05:49PM PDT,06:00PM PDT,Scheduled 06:10PM PDT
SWA401,THURSDAY 11-APR-2024,Taxi Time: 11 minutes,Average Delay: --,05:00PM MST,Scheduled 04:40PM MST,05:11PM MST,Scheduled 04:50PM MST,Taxi Time: 11 minutes,Average Delay: --,05:58PM PDT,Scheduled 05:34PM PDT,06:04PM PDT,Scheduled 05:50PM PDT
SWA2847,THURSDAY 11-APR-2024,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,03:43PM MST,Scheduled 03:35PM MST,03:55PM MST,Scheduled 03:45PM MST,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,04:36PM PDT,Scheduled 04:29PM PDT,04:42PM PDT,Scheduled 04:45PM PDT
SWA105,THURSDAY 11-APR-2024,Taxi Time: 11 minutes,Average Delay: --,02:32PM MST,Scheduled 02:25PM MST,02:43PM MST,Scheduled 02:35PM MST,Taxi Time: 11 minutes,Average Delay: --,03:25PM PDT,Scheduled 03:19PM PDT,03:31PM PDT,Scheduled 03:35PM PDT
FFT1895,THURSDAY 11-APR-2024,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,02:04PM MST,Scheduled 02:11PM MST,02:17PM MST,Scheduled 02:21PM MST,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,03:00PM PDT,Scheduled 03:06PM PDT,03:15PM PDT,Scheduled 03:25PM PDT
AAL2760,THURSDAY 11-APR-2024,Taxi Time: 19 minutes,Average Delay: 10-20 minutes,01:59PM MST,Scheduled 02:00PM MST,02:18PM MST,Scheduled 02:10PM MST,Taxi Time: 19 minutes,Average Delay: 10-20 minutes,03:01PM PDT,Scheduled 02:54PM PDT,03:07PM PDT,Scheduled 03:11PM PDT
SWA4174,THURSDAY 11-APR-2024,Taxi Time: 17 minutes,Average Delay: 10-20 minutes,11:55AM MST,Scheduled 11:55AM MST,12:12PM MST,Scheduled 12:05PM MST,Taxi Time: 17 minutes,Average Delay: 10-20 minutes,12:54PM PDT,Scheduled 12:48PM PDT,01:00PM PDT,Scheduled 01:05PM PDT
FFT3483,THURSDAY 11-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,11:52AM MST,Scheduled 11:48AM MST,12:06PM MST,Scheduled 11:58AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,12:50PM PDT,Scheduled 12:45PM PDT,01:01PM PDT,Scheduled 01:04PM PDT
NKS2043,THURSDAY 11-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,11:07AM MST,Scheduled 11:15AM MST,11:27AM MST,Scheduled 11:25AM MST,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,12:14PM PDT,Scheduled 12:14PM PDT,12:20PM PDT,Scheduled 12:28PM PDT
SWA274,THURSDAY 11-APR-2024,Taxi Time: 14 minutes,Average Delay: --,11:02AM MST,Scheduled 10:55AM MST,11:16AM MST,Scheduled 11:05AM MST,Taxi Time: 14 minutes,Average Delay: --,12:01PM PDT,Scheduled 11:50AM PDT,12:05PM PDT,Scheduled 12:05PM PDT
AAL440,THURSDAY 11-APR-2024,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,10:53AM MST,Scheduled 10:25AM MST,11:15AM MST,Scheduled 10:35AM MST,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,11:59AM PDT,Scheduled 11:20AM PDT,12:05PM PDT,Scheduled 11:46AM PDT
SWA2500,THURSDAY 11-APR-2024,Taxi Time: 16 minutes,Average Delay: --,09:25AM MST,Scheduled 09:30AM MST,09:41AM MST,Scheduled 09:40AM MST,Taxi Time: 16 minutes,Average Delay: --,10:23AM PDT,Scheduled 10:25AM PDT,10:28AM PDT,Scheduled 10:40AM PDT
SNC1367,,,,,,,,,,,,,
SWA2241,THURSDAY 11-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,09:03AM MST,Scheduled 08:40AM MST,09:18AM MST,Scheduled 08:50AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,10:01AM PDT,Scheduled 09:35AM PDT,10:08AM PDT,Scheduled 09:55AM PDT
AAL1611,THURSDAY 11-APR-2024,Taxi Time: 23 minutes,Average Delay: Less than 10 minutes,07:20AM MST,Scheduled 07:25AM MST,07:43AM MST,Scheduled 07:35AM MST,Taxi Time: 23 minutes,Average Delay: Less than 10 minutes,08:26AM PDT,Scheduled 08:19AM PDT,08:33AM PDT,Scheduled 08:38AM PDT
SWA6050,THURSDAY 11-APR-2024,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,06:58AM MST,Scheduled 07:05AM MST,07:19AM MST,Scheduled 07:15AM MST,Taxi Time: 21 minutes,Average Delay: Less than 10 minutes,08:02AM PDT,Scheduled 07:58AM PDT,08:19AM PDT,Scheduled 08:15AM PDT
