Time (EST),Latitude,Longitude,Course,kts,mph,feet
,,,
Wed 04:44:26 PM    Departure (PHX) @ Wednesday 01:44:26 PM MST,,,FlightAware ADS-B (KPHX)
Wed 04:44:26 PM,33.4310,-112.0016, 91,160,184,"1,100"
Wed 04:44:42 PM,33.4306,-111.9864, 91,161,185,"1,825"
Wed 04:44:58 PM,33.4307,-111.9724, 88,168,193,"2,375"
Wed 04:45:14 PM,33.4313,-111.9573, 87,193,222,"2,650"
Wed 04:45:30 PM,33.4323,-111.9386, 87,215,247,"3,075"
Wed 04:45:57 PM,33.4336,-111.9051, 87,224,258,"4,300"
Wed 04:46:15 PM,33.4340,-111.8822, 95,236,272,"5,000"
Wed 04:46:33 PM,33.4262,-111.8618, 133,246,283,"5,675"
Wed 04:46:50 PM,33.4071,-111.8469, 155,251,289,"6,550"
Wed 04:47:08 PM,33.3904,-111.8427, 183,255,293,"7,250"
Wed 04:47:28 PM,33.3678,-111.8530, 215,265,305,"7,925"
Wed 04:47:45 PM,33.3531,-111.8730, 246,257,296,"8,800"
Wed 04:48:01 PM,33.3506,-111.8949, 274,248,285,"9,675"
Wed 04:48:20 PM,33.3532,-111.9176, 280,246,283,"10,500"
Wed 04:48:50 PM,33.3590,-111.9609, 277,261,300,"11,625"
Wed 04:49:13 PM,33.3618,-111.9933, 276,280,322,"12,150"
Wed 04:49:31 PM,33.3649,-112.0240, 279,293,337,"12,600"
Wed 04:50:07 PM,33.3738,-112.0802, 281,311,358,"13,625"
Wed 04:50:37 PM,33.3816,-112.1325, 280,323,372,"14,525"
Wed 04:51:07 PM,33.3895,-112.1861, 280,321,369,"15,775"
Wed 04:51:37 PM,33.3970,-112.2362, 280,318,366,"16,950"
Wed 04:52:19 PM,33.4078,-112.3103, 280,322,371,"18,400"
Wed 04:52:49 PM,33.4155,-112.3643, 280,325,374,"19,300"
Wed 04:53:19 PM,33.4234,-112.4178, 279,330,380,"20,150"
Wed 04:53:49 PM,33.4311,-112.4702, 280,329,379,"21,100"
Wed 04:54:19 PM,33.4391,-112.5243, 280,333,383,"21,850"
Wed 04:54:49 PM,33.4468,-112.5787, 278,335,386,"22,675"
Wed 04:55:25 PM,33.4508,-112.6486, 271,335,386,"23,750"
Wed 04:55:55 PM,33.4515,-112.7017, 271,340,391,"24,375"
Wed 04:56:25 PM,33.4522,-112.7594, 271,345,397,"25,000"
Wed 04:56:43 PM,33.4543,-112.7917, 279,349,402,"25,275"
Wed 04:57:05 PM,33.4638,-112.8317, 292,350,403,"25,750"
Wed 04:57:35 PM,33.4833,-112.8872, 293,352,405,"26,375"
Wed 04:58:05 PM,33.5023,-112.9415, 293,356,410,"27,025"
Wed 04:58:35 PM,33.5214,-112.9960, 293,360,414,"27,625"
Wed 04:59:05 PM,33.5409,-113.0518, 293,365,420,"28,175"
Wed 04:59:35 PM,33.5608,-113.1089, 293,368,423,"28,800"
Wed 05:00:05 PM,33.5800,-113.1643, 293,371,427,"29,425"
Wed 05:00:35 PM,33.5996,-113.2206, 293,375,432,"29,975"
Wed 05:01:08 PM,33.6216,-113.2843, 292,375,432,"30,000"
Wed 05:01:38 PM,33.6422,-113.3435, 292,375,432,"30,000"
Wed 05:02:08 PM,33.6627,-113.4030, 292,375,432,"30,000"
Wed 05:02:38 PM,33.6823,-113.4600, 292,376,433,"30,000"
Wed 05:03:09 PM,33.7015,-113.5160, 292,375,432,"30,000"
Wed 05:03:40 PM,33.7228,-113.5780, 292,376,433,"30,000"
Wed 05:04:10 PM,33.7430,-113.6369, 292,375,432,"30,000"
Wed 05:04:40 PM,33.7632,-113.6960, 292,375,432,"30,000"
Wed 05:05:10 PM,33.7817,-113.7501, 292,375,432,"30,000"
Wed 05:05:40 PM,33.8016,-113.8087, 292,375,432,"30,000"
Wed 05:06:10 PM,33.8210,-113.8656, 292,376,433,"30,000"
Wed 05:06:40 PM,33.8406,-113.9233, 292,376,433,"30,000"
Wed 05:07:10 PM,33.8609,-113.9831, 292,376,433,"30,000"
Wed 05:07:40 PM,33.8800,-114.0394, 292,375,432,"30,000"
Wed 05:08:10 PM,33.8991,-114.0975, 289,374,430,"30,000"
Wed 05:08:40 PM,33.9125,-114.1569, 282,375,432,"30,000"
Wed 05:09:10 PM,33.9228,-114.2174, 282,375,432,"30,000"
Wed 05:09:40 PM,33.9333,-114.2796, 281,373,429,"30,000"
Wed 05:10:10 PM,33.9440,-114.3423, 281,375,432,"30,000"
Wed 05:10:40 PM,33.9545,-114.4049, 281,376,433,"30,000"
Wed 05:11:10 PM,33.9643,-114.4633, 281,375,432,"30,000"
Wed 05:11:40 PM,33.9746,-114.5252, 281,375,432,"30,000"
