Time (EST),Latitude,Longitude,Course,kts,mph,feet
,,,
Sat 12:51:26 PM    Departure (PHX) @ Saturday 10:51:26 AM MST,,,FlightAware ADS-B (KPHX)
Sat 12:51:26 PM,33.4311,-112.0011, 90,171,197,"1,025"
Sat 12:51:42 PM,33.4313,-111.9868, 89,168,193,"1,775"
Sat 12:51:58 PM,33.4318,-111.9710, 87,179,206,"2,275"
Sat 12:52:14 PM,33.4326,-111.9527, 87,199,229,"2,575"
Sat 12:52:30 PM,33.4334,-111.9362, 86,220,253,"2,900"
Sat 12:52:54 PM,33.4348,-111.9057, 87,224,258,"4,075"
Sat 12:53:11 PM,33.4352,-111.8856, 94,225,259,"4,925"
Sat 12:53:28 PM,33.4282,-111.8648, 129,234,269,"5,700"
Sat 12:53:46 PM,33.4115,-111.8530, 162,250,288,"6,300"
Sat 12:54:04 PM,33.3901,-111.8479, 178,254,292,"7,250"
Sat 12:54:20 PM,33.3718,-111.8537, 211,251,289,"8,250"
Sat 12:54:38 PM,33.3585,-111.8706, 241,249,287,"9,275"
Sat 12:54:54 PM,33.3532,-111.8933, 265,250,288,"10,200"
Sat 12:55:12 PM,33.3547,-111.9159, 277,256,295,"11,000"
Sat 12:55:32 PM,33.3578,-111.9462, 276,278,320,"11,600"
Sat 12:56:02 PM,33.3620,-111.9956, 276,322,371,"12,125"
Sat 12:56:41 PM,33.3723,-112.0698, 280,368,423,"12,925"
Sat 12:57:11 PM,33.3814,-112.1303, 280,379,436,"14,175"
Sat 12:57:36 PM,33.3891,-112.1823, 280,382,440,"15,475"
Sat 12:58:06 PM,33.3983,-112.2451, 280,387,445,"16,800"
Sat 12:58:36 PM,33.4080,-112.3108, 280,389,448,"18,250"
Sat 12:59:06 PM,33.4170,-112.3727, 280,394,453,"19,450"
Sat 12:59:36 PM,33.4263,-112.4365, 280,398,458,"20,600"
Sat 01:00:06 PM,33.4359,-112.5024, 280,406,467,"21,600"
Sat 01:00:36 PM,33.4454,-112.5682, 280,414,476,"22,525"
Sat 01:01:02 PM,33.4504,-112.6271, 271,420,483,"23,425"
Sat 01:01:32 PM,33.4513,-112.6985, 271,420,483,"24,525"
Sat 01:01:57 PM,33.4522,-112.7574, 273,422,486,"25,325"
Sat 01:02:13 PM,33.4563,-112.7955, 281,420,483,"25,825"
Sat 01:02:41 PM,33.4719,-112.8549, 293,421,484,"26,475"
Sat 01:03:11 PM,33.4949,-112.9208, 293,429,494,"27,075"
Sat 01:03:41 PM,33.5185,-112.9884, 293,432,497,"27,850"
Sat 01:04:12 PM,33.5423,-113.0559, 293,430,495,"28,825"
Sat 01:04:42 PM,33.5651,-113.1216, 293,429,494,"29,675"
Sat 01:05:12 PM,33.5874,-113.1855, 292,430,495,"30,400"
Sat 01:05:42 PM,33.6105,-113.2523, 293,428,493,"31,225"
Sat 01:06:12 PM,33.6338,-113.3196, 292,425,489,"31,975"
Sat 01:06:42 PM,33.6557,-113.3830, 293,424,488,"32,000"
Sat 01:07:12 PM,33.6775,-113.4464, 292,423,487,"32,000"
Sat 01:07:43 PM,33.7023,-113.5182, 292,422,486,"32,000"
Sat 01:08:13 PM,33.7243,-113.5822, 293,421,484,"32,000"
Sat 01:08:44 PM,33.7469,-113.6482, 292,420,483,"32,000"
Sat 01:09:14 PM,33.7683,-113.7106, 292,420,483,"32,000"
Sat 01:09:45 PM,33.7909,-113.7770, 292,421,484,"32,000"
Sat 01:10:15 PM,33.8138,-113.8443, 292,423,487,"32,000"
