Flight Number,Date,Taxi Takeoff,Average Delay Takeoff,Gate Departure Actual,Gate Departure Estimated,Takeoff Actual,Takeoff Estimated,Taxi Landing,Average Delay Landing,Landing Actual,Landing Estimated,Gate Arrival Actual,Gate Arrival Estimated
SWA8503,FRIDAY 05-APR-2024,Taxi Time: 28 minutes,Average Delay: --,7:36 AM,7:05 AM,8:04 AM,7:05 AM,Taxi Time: 28 minutes,Average Delay: --,8:50 AM,7:50 AM,--,--
SWA2435,FRIDAY 05-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,6:04 AM,6:10 AM,6:20 AM,6:20 AM,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,7:02 AM,7:04 AM,7:07 AM,7:20 AM
FFT2517,THURSDAY 04-APR-2024,Taxi Time: 10 minutes,Average Delay: 40 minutes - 1 hour,10:18 PM,8:45 PM,10:28 PM,8:55 PM,Taxi Time: 10 minutes,Average Delay: 40 minutes - 1 hour,11:08 PM,9:38 PM,11:16 PM,10:01 PM
AAL365,THURSDAY 04-APR-2024,Taxi Time: 17 minutes,Average Delay: --,8:47 PM,8:38 PM,9:04 PM,8:48 PM,Taxi Time: 17 minutes,Average Delay: --,9:45 PM,9:32 PM,9:51 PM,9:51 PM
SWA2871,THURSDAY 04-APR-2024,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,7:59 PM,8:00 PM,8:06 PM,8:10 PM,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,8:50 PM,8:54 PM,9:02 PM,9:05 PM
SWA1994,THURSDAY 04-APR-2024,Taxi Time: 7 minutes,Average Delay: 20-40 minutes,6:46 PM,6:50 PM,6:53 PM,7:00 PM,Taxi Time: 7 minutes,Average Delay: 20-40 minutes,7:37 PM,7:46 PM,7:46 PM,8:00 PM
FFT2133,THURSDAY 04-APR-2024,Taxi Time: 19 minutes,Average Delay: 20-40 minutes,6:30 PM,5:36 PM,6:49 PM,5:46 PM,Taxi Time: 19 minutes,Average Delay: 20-40 minutes,7:35 PM,6:29 PM,7:46 PM,6:50 PM
,,,,,,,,,,,,,
AAL2800,THURSDAY 04-APR-2024,Taxi Time: 26 minutes,Average Delay: --,4:59 PM,5:07 PM,5:25 PM,5:17 PM,Taxi Time: 26 minutes,Average Delay: --,6:12 PM,6:02 PM,6:18 PM,6:21 PM
SWA3001,THURSDAY 04-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,4:28 PM,4:10 PM,4:39 PM,4:20 PM,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,5:22 PM,5:04 PM,5:28 PM,5:15 PM
N723SG,,,,,,,,,,,,,
SWA2388,THURSDAY 04-APR-2024,Taxi Time: 27 minutes,Average Delay: 20-40 minutes,2:24 PM,2:05 PM,2:51 PM,2:15 PM,Taxi Time: 27 minutes,Average Delay: 20-40 minutes,3:33 PM,2:58 PM,3:39 PM,3:15 PM
AAL2760,THURSDAY 04-APR-2024,Taxi Time: 24 minutes,Average Delay: --,1:55 PM,2:00 PM,2:19 PM,2:10 PM,Taxi Time: 24 minutes,Average Delay: --,3:00 PM,2:53 PM,3:06 PM,3:11 PM
FFT1895,THURSDAY 04-APR-2024,Taxi Time: 31 minutes,Average Delay: Less than 10 minutes,1:43 PM,1:30 PM,2:14 PM,1:40 PM,Taxi Time: 31 minutes,Average Delay: Less than 10 minutes,2:56 PM,2:38 PM,3:04 PM,2:45 PM
SWA1051,THURSDAY 04-APR-2024,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,11:59 AM,11:55 AM,12:22 PM,12:05 PM,Taxi Time: 23 minutes,Average Delay: 10-20 minutes,1:05 PM,12:47 PM,1:09 PM,1:05 PM
NKS2043,THURSDAY 04-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,11:05 AM,11:11 AM,11:25 AM,11:21 AM,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,12:09 PM,12:13 PM,12:14 PM,12:25 PM
SWA1979,THURSDAY 04-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,10:33 AM,10:40 AM,10:48 AM,10:50 AM,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:31 AM,11:38 AM,11:37 AM,11:55 AM
AAL440,THURSDAY 04-APR-2024,Taxi Time: 20 minutes,Average Delay: --,10:20 AM,10:25 AM,10:40 AM,10:35 AM,Taxi Time: 20 minutes,Average Delay: --,11:23 AM,11:20 AM,11:29 AM,11:46 AM
SNC1367,,,,,,,,,,,,,
SWA3084,THURSDAY 04-APR-2024,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,9:11 AM,9:15 AM,9:41 AM,9:25 AM,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,10:25 AM,10:09 AM,10:31 AM,10:30 AM
SWA2684,THURSDAY 04-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,8:03 AM,8:10 AM,8:20 AM,8:20 AM,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,9:03 AM,9:04 AM,9:09 AM,9:20 AM
AAL1611,THURSDAY 04-APR-2024,Taxi Time: 26 minutes,Average Delay: Less than 10 minutes,7:19 AM,7:25 AM,7:45 AM,7:35 AM,Taxi Time: 26 minutes,Average Delay: Less than 10 minutes,8:30 AM,8:18 AM,8:39 AM,8:38 AM
SWA953,THURSDAY 04-APR-2024,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,7:17 AM,7:20 AM,7:26 AM,7:30 AM,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,8:13 AM,8:15 AM,8:24 AM,8:30 AM
SWA2435,THURSDAY 04-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,6:02 AM,6:10 AM,6:16 AM,6:20 AM,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,7:00 AM,7:02 AM,7:04 AM,7:20 AM
SWA1261,SUNDAY 07-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,9:40 AM,9:40 AM,9:51 AM,9:50 AM,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,10:36 AM,10:45 AM,10:41 AM,10:55 AM
SWA3084,SUNDAY 07-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,8:27 AM,8:35 AM,8:41 AM,8:45 AM,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,9:27 AM,9:32 AM,9:32 AM,9:50 AM
SWA953,SUNDAY 07-APR-2024,Taxi Time: 24 minutes,Average Delay: Less than 10 minutes,8:28 AM,7:40 AM,8:52 AM,7:50 AM,Taxi Time: 24 minutes,Average Delay: Less than 10 minutes,9:38 AM,8:36 AM,9:43 AM,8:50 AM
AAL1611,SUNDAY 07-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,7:24 AM,7:25 AM,7:42 AM,7:35 AM,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,8:28 AM,8:19 AM,8:38 AM,8:38 AM
SWA2684,SUNDAY 07-APR-2024,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,5:42 AM,5:45 AM,5:51 AM,5:55 AM,Taxi Time: 9 minutes,Average Delay: Less than 10 minutes,6:36 AM,6:42 AM,6:42 AM,6:55 AM
N968SR,,,,,,,,,,,,,
SWA5789,SATURDAY 06-APR-2024,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,10:59 PM,10:25 PM,11:05 PM,10:35 PM,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,11:49 PM,11:22 PM,11:55 PM,11:35 PM
SWA2871,SATURDAY 06-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,8:49 PM,9:00 PM,9:01 PM,9:10 PM,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,9:47 PM,9:44 PM,9:53 PM,10:05 PM
FFT2517,SATURDAY 06-APR-2024,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,9:36 PM,8:40 PM,9:47 PM,8:50 PM,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,10:33 PM,9:38 PM,10:43 PM,9:56 PM
AAL365,SATURDAY 06-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,8:43 PM,8:38 PM,9:00 PM,8:48 PM,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,9:44 PM,9:33 PM,9:52 PM,9:51 PM
SWA1994,SATURDAY 06-APR-2024,Taxi Time: 28 minutes,Average Delay: 10-20 minutes,6:58 PM,6:50 PM,7:26 PM,7:00 PM,Taxi Time: 28 minutes,Average Delay: 10-20 minutes,8:11 PM,7:48 PM,8:21 PM,8:00 PM
FFT2133,SATURDAY 06-APR-2024,Taxi Time: 20 minutes,Average Delay: 20-40 minutes,7:08 PM,6:36 PM,7:28 PM,6:46 PM,Taxi Time: 20 minutes,Average Delay: 20-40 minutes,8:15 PM,7:35 PM,8:24 PM,7:51 PM
AAL2800,SATURDAY 06-APR-2024,Taxi Time: 9 minutes,Average Delay: More than 1 hour,9:22 PM,5:07 PM,9:31 PM,5:17 PM,Taxi Time: 9 minutes,Average Delay: More than 1 hour,10:13 PM,6:08 PM,10:18 PM,6:21 PM
SWA3001,SATURDAY 06-APR-2024,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,3:59 PM,3:45 PM,4:07 PM,3:55 PM,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,4:51 PM,4:53 PM,4:57 PM,4:55 PM
SWA2388,SATURDAY 06-APR-2024,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,2:12 PM,2:05 PM,2:23 PM,2:15 PM,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,3:09 PM,3:13 PM,3:15 PM,3:15 PM
AAL2760,SATURDAY 06-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,1:50 PM,2:00 PM,2:04 PM,2:10 PM,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,2:52 PM,2:59 PM,2:58 PM,3:11 PM
FFT1895,SATURDAY 06-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,1:10 PM,1:13 PM,1:26 PM,1:23 PM,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,2:15 PM,2:13 PM,2:23 PM,2:28 PM
NKS2043,SATURDAY 06-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:13 AM,11:20 AM,11:28 AM,11:30 AM,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,12:14 PM,12:18 PM,12:17 PM,12:34 PM
AAL440,SATURDAY 06-APR-2024,Taxi Time: 16 minutes,Average Delay: 20-40 minutes,11:47 AM,10:25 AM,12:03 PM,10:35 AM,Taxi Time: 16 minutes,Average Delay: 20-40 minutes,12:54 PM,11:24 AM,1:03 PM,11:46 AM
SWA1979,SATURDAY 06-APR-2024,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,11:01 AM,10:20 AM,11:09 AM,10:30 AM,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,11:56 AM,11:19 AM,12:09 PM,11:35 AM
KOW733,,,,,,,,,,,,,
SWA953,SATURDAY 06-APR-2024,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,7:56 AM,8:00 AM,8:06 AM,8:10 AM,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,8:53 AM,8:56 AM,8:58 AM,9:10 AM
AAL1611,SATURDAY 06-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,7:20 AM,7:25 AM,7:35 AM,7:35 AM,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,8:22 AM,8:23 AM,8:27 AM,8:38 AM
SWA1261,SATURDAY 06-APR-2024,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,6:38 AM,6:35 AM,6:45 AM,6:45 AM,Taxi Time: 7 minutes,Average Delay: Less than 10 minutes,7:31 AM,7:38 AM,7:40 AM,7:45 AM
